Td	ID	  	Tj	Df	Dd	Db
8005	959		680	195	7130	7325
8009	744		536	148	7325	7473
8021	2449	352	170	7499	7669
8025	227		157	46	7822	7868
8035	987		703	203	7129	7332
8046	46		30	8	8008	8016
8047	2478	363	180	7504	7684
8054	2157	95	62	7897	7959
8080	2753	565	302	7213	7515
8080	2105	53	43	7984	8027
8084	819		589	164	7331	7495
8085	191		137	38	7910	7948
8086	353		288	76	7722	7798
8088	355		288	77	7723	7800
8094	2347	249	132	7713	7845
8101	640		475	129	7497	7626
8105	657		477	132	7496	7628
8107	663		478	132	7497	7629
8121	2355	252	135	7734	7869
8128	2023	16	12	8100	8112
8133	2236	165	93	7875	7968
8136	2521	397	195	7544	7739
8151	902		644	183	7324	7507
8157	2526	413	196	7548	7744
8157	2529	413	197	7547	7744
8158	2531	413	198	7547	7745
8158	2241	174	94	7890	7984
8164	162		118	31	8015	8046
8171	2118	64	48	8059	8107
8181	412		322	91	7768	7859
8183	2862	635	349	7199	7548
8184	934		677	188	7319	7507
8185	2563	426	211	7548	7759
8190	942		678	191	7321	7512
8192	2568	430	217	7545	7762
8195	2571	430	219	7546	7765
8209	968		689	199	7321	7520
8226	992		704	205	7317	7522
8230	138		99	26	8105	8131
8230	139		99	26	8105	8131
8231	2588	438	230	7563	7793
8234	579		443	118	7673	7791
8245	142		104	27	8114	8141
8252	804		579	160	7513	7673
8261	2963	690	375	7196	7571
8262	487		363	102	7797	7899
8272	2983	699	383	7190	7573
8273	286		227	61	7985	8046
8280	834		602	166	7512	7678
8281	631		474	128	7679	7807
8281	632		474	128	7679	7807
8282	368		291	79	7912	7991
8286	155		110	29	8147	8176
8296	379		295	81	7920	8001
8299	690		484	138	7677	7815
8301	258		179	54	8068	8122
8321	97		68	19	8234	8253
8325	2424	338	162	7825	7987
8326	2665	501	268	7557	7825
8331	2427	344	161	7826	7987
8345	2685	517	276	7552	7828
8345	2445	348	169	7828	7997
8349	2101	49	41	8259	8300
8360	2147	94	59	8207	8266
8360	2210	156	79	8125	8204
8363	2694	533	280	7550	7830
8365	2211	156	80	8129	8209
8369	413		322	91	7956	8047
8374	2477	363	180	7831	8011
8374	2721	545	287	7542	7829
8376	939		678	190	7508	7698
8398	2742	563	297	7538	7835
8401	66		46	13	8342	8355
8406	2750	565	301	7540	7841
8471	2524	397	197	7877	8074
8478	2061	30	28	8420	8448
8478	2064	31	28	8419	8447
8482	390		298	85	8099	8184
8485	2240	174	94	8217	8311
8487	262		181	55	8251	8306
8494	2542	420	204	7870	8074
8500	2032	20	16	8464	8480
8508	103		70	20	8418	8438
8510	2877	640	353	7517	7870
8511	2035	21	17	8473	8490
8536	2904	661	356	7519	7875
8568	2941	685	368	7515	7883
8580	2966	691	376	7513	7889
8588	235		166	48	8374	8422
8590	795		577	158	7855	8013
8596	481		359	102	8135	8237
8598	2986	699	383	7516	7899
8599	2991	701	386	7512	7898
8601	2995	702	387	7512	7899
8607	2622	462	245	7900	8145
8610	610		469	124	8017	8141
8622	493		373	104	8145	8249
8622	660		478	132	8012	8144
8629	254		179	53	8397	8450
8630	682		483	135	8012	8147
8631	382		295	82	8254	8336
8643	2659	499	263	7881	8144
8662	2434	345	163	8154	8317
8665	209		145	40	8480	8520
8667	2312	227	120	8320	8440
8672	713		514	141	8017	8158
8674	2202	149	78	8447	8525
8691	2467	359	177	8155	8332
8701	109		73	21	8607	8628
8702	555		420	114	8168	8282
8715	428		331	94	8290	8384
8718	2739	561	293	7864	8157
8721	2338	245	131	8345	8476
8721	755		550	148	8023	8171
8724	978		701	201	7822	8023
8732	2757	567	302	7863	8165
8734	461		342	99	8293	8392
8753	595		459	120	8174	8294
8757	2783	574	315	7868	8183
8766	2353	252	134	8380	8514
8770	628		472	127	8171	8298
8772	2802	578	320	7874	8194
8776	2228	163	89	8524	8613
8790	159		110	30	8650	8680
8792	498		382	105	8305	8410
8816	313		243	67	8506	8573
8823	2030	20	15	8788	8803
8824	2551	421	206	8197	8403
8824	914		652	184	7988	8172
8828	2559	422	208	8198	8406
8840	2876	640	352	7848	8200
8853	2893	653	354	7846	8200
8856	2899	655	354	7847	8201
8860	954		680	194	7986	8180
8868	267		200	57	8611	8668
8868	110		73	21	8774	8795
8871	2587	434	230	8207	8437
8873	2173	121	68	8684	8752
8882	988		704	204	7974	8178
8890	2264	191	102	8597	8699
8905	2609	444	239	8222	8461
8912	2130	74	48	8790	8838
8912	598		464	120	8328	8448
8918	282		227	60	8631	8691
8922	2136	78	49	8795	8844
8923	284		227	61	8635	8696
8923	612		469	124	8330	8454
8935	494		373	105	8457	8562
8945	2087	46	36	8863	8899
8955	2274	213	106	8636	8742
8955	878		633	177	8145	8322
8956	2277	213	106	8637	8743
8958	883		639	179	8140	8319
8960	2093	47	38	8875	8913
8961	891		641	179	8141	8320
8962	304		242	66	8654	8720
8977	2652	496	260	8221	8481
8978	2098	49	40	8889	8929
8986	2295	224	115	8647	8762
8987	400		320	87	8580	8667
9001	2204	153	77	8771	8848
9005	956		680	195	8130	8325
9006	560		420	115	8471	8586
9007	2460	353	174	8480	8654
9020	2469	362	178	8480	8658
9023	225		157	46	8820	8866
9023	231		157	47	8819	8866
9029	2156	95	61	8873	8934
9030	334		268	70	8692	8762
9033	2729	548	289	8196	8485
9034	2730	548	290	8196	8486
9034	2731	548	291	8195	8486
9047	798		577	159	8311	8470
9050	2743	563	297	8190	8487
9070	831		600	166	8304	8470
9072	195		137	39	8896	8935
9080	2785	575	315	8190	8505
9083	2790	575	316	8192	8508
9085	678		482	134	8469	8603
9091	288		236	61	8794	8855
9094	866		629	174	8291	8465
9100	2230	163	89	8848	8937
9104	2232	165	91	8848	8939
9107	121		89	24	8994	9018
9111	2830	596	332	8183	8515
9113	2359	261	136	8716	8852
9117	2238	174	93	8850	8943
9119	2525	413	195	8511	8706
9122	63		43	13	9066	9079
9127	2114	64	44	9019	9063
9130	164		118	32	8980	9012
9144	2867	635	350	8159	8509
9150	2124	69	48	9033	9081
9153	2888	649	351	8153	8504
9158	2379	285	146	8727	8873
9159	2890	653	352	8154	8506
9166	2902	655	356	8155	8511
9183	2174	121	69	8993	9062
9188	232		166	47	8975	9022
9190	2263	191	102	8897	8999
9199	590		459	119	8621	8740
9211	2389	295	149	8767	8916
9211	607		468	124	8619	8743
9212	356		288	77	8847	8924
9226	2989	701	386	8139	8525
9229	2617	462	244	8523	8767
9250	203		144	40	9066	9106
9250	894		641	180	8429	8609
9259	523		400	109	8750	8859
9260	2290	223	111	8926	9037
9262	217		149	42	9071	9113
9264	919		658	187	8419	8606
9270	2666	501	269	8500	8769
9278	548		412	113	8753	8866
9286	2456	353	172	8761	8933
9292	2319	236	122	8934	9056
9294	2320	236	122	8936	9058
9296	2697	533	281	8482	8763
9301	2465	359	176	8766	8942
9301	971		689	199	8413	8612
9307	2470	362	178	8767	8945
9307	2472	362	178	8767	8945
9309	2473	362	179	8768	8947
9312	2722	545	287	8480	8767
9318	2160	95	63	9160	9223
9319	451		339	97	8883	8980
9321	2333	241	129	8951	9080
9325	2496	374	185	8766	8951
9336	2021	16	11	9309	9320
9340	2756	567	302	8471	8773
9352	620		470	127	8755	8882
9360	2499	384	188	8788	8976
9366	376		293	81	8992	9073
9374	94		68	18	9288	9306
9378	2803	578	320	8480	8800
9384	881		633	178	8573	8751
9385	2824	582	328	8475	8803
9392	2363	261	139	8992	9131
9393	2069	31	30	9332	9362
9400	525		400	109	8891	9000
9402	2847	614	341	8447	8788
9403	708		514	139	8750	8889
9408	920		658	187	8563	8750
9426	2881	640	354	8432	8786
9426	2119	69	46	9311	9357
9437	2575	433	222	8782	9004
9439	572		422	116	8901	9017
9446	2169	121	67	9258	9325
9458	457		342	98	9018	9116
9479	87		66	16	9397	9413
9483	608		468	124	8891	9015
9489	829		600	166	8723	8889
9491	643		475	130	8886	9016
9493	115		85	24	9384	9408
9512	2410	323	157	9032	9189
9512	2094	47	38	9427	9465
9533	531		405	110	9018	9128
9539	2662	499	264	8776	9040
9542	406		320	89	9133	9222
9544	2422	338	161	9045	9206
9545	2669	501	270	8774	9044
9545	168		118	33	9394	9427
9546	324		253	68	9225	9293
9548	2304	226	117	9205	9322
9555	2446	348	169	9038	9207
9562	2209	153	79	9330	9409
9565	2704	535	283	8747	9030
9571	2325	238	123	9210	9333
9572	2715	540	286	8746	9032
9586	2733	548	291	8747	9038
9595	2737	561	292	8742	9034
9605	2762	567	304	8734	9038
9607	2764	569	305	8733	9038
9608	488		363	102	9143	9245
9609	2344	249	131	9229	9360
9610	490		363	103	9144	9247
9612	606		468	123	9021	9144
9628	2779	574	313	8741	9054
9630	2787	575	316	8739	9055
9631	858		625	172	8834	9006
9632	92		68	18	9546	9564
9633	2226	163	87	9383	9470
9636	2795	576	319	8741	9060
9645	2818	581	323	8741	9064
9664	536		406	111	9147	9258
9664	534		406	110	9148	9258
9673	2246	177	96	9400	9496
9678	2859	633	346	8699	9045
9684	738		532	146	9006	9152
9686	2887	649	350	8687	9037
9699	2901	655	355	8689	9044
9700	431		331	94	9275	9369
9712	343		272	71	9369	9440
9713	48		30	8	9675	9683
9714	770		563	154	8997	9151
9729	2605	442	237	9050	9287
9737	2947	686	371	8680	9051
9739	91		66	16	9657	9673
9740	32		26	6	9708	9714
9753	842		606	169	8978	9147
9754	36		27	6	9721	9727
9759	2977	697	379	8683	9062
9767	2618	462	244	9061	9305
9770	2271	204	105	9461	9566
9777	2085	46	34	9697	9731
9784	2628	475	248	9061	9309
9785	2275	213	106	9466	9572
9786	2639	484	255	9047	9302
9787	2643	484	256	9047	9303
9787	2192	143	73	9571	9644
9787	2051	25	23	9739	9762
9790	2145	89	57	9644	9701
9798	2299	224	115	9459	9574
9798	718		516	143	9139	9282
9800	322		251	68	9481	9549
9801	544		408	112	9281	9393
9801	404		320	88	9393	9481
9804	328		253	68	9483	9551
9812	2103	49	42	9721	9763
9821	2700	535	282	9004	9286
9828	177		121	35	9672	9707
9831	2723	545	288	8998	9286
9838	459		342	99	9397	9496
9838	460		342	99	9397	9496
9839	45		30	7	9802	9809
9857	2748	563	300	8994	9294
9857	2751	565	301	8991	9292
9868	2763	569	304	8995	9299
9875	2502	384	189	9302	9491
9876	2777	574	313	8989	9302
9894	882		633	178	9083	9261
9896	58		43	11	9842	9853
9900	2062	30	28	9842	9870
9900	2368	267	142	9491	9633
9906	2841	608	338	8960	9298
9906	519		400	108	9398	9506
9916	2373	282	142	9492	9634
9917	2865	635	349	8933	9282
9928	2378	285	145	9498	9643
9928	2380	285	146	9497	9643
9931	2897	655	354	8922	9276
9934	2040	21	19	9894	9913
9938	2585	434	228	9276	9504
9945	2261	191	100	9654	9754
9946	969		689	199	9058	9257
9958	2604	442	237	9279	9516
9960	2265	191	103	9666	9769
9974	2388	295	149	9530	9679
9975	591		459	119	9397	9516
9976	803		579	159	9238	9397
9993	363		290	78	9625	9703
9998	666		480	133	9385	9518
10002	2623	475	245	9282	9527
10003	2624	475	246	9282	9528
10003	2626	475	248	9280	9528
10007	95		68	18	9921	9939
10016	2655	496	261	9259	9520
10020	893		641	180	9199	9379
10028	2303	226	117	9685	9802
10029	912		652	184	9193	9377
10030	2432	344	163	9523	9686
10033	2437	345	164	9524	9688
10036	2679	517	274	9245	9519
10038	545		408	113	9517	9630
10039	2447	348	170	9521	9691
10039	2450	352	170	9517	9687
10040	326		253	68	9719	9787
10046	2707	538	284	9224	9508
10047	2324	238	123	9686	9809
10047	932		677	188	9182	9370
10050	2331	241	128	9681	9809
10062	2752	565	301	9196	9497
10062	2110	53	45	9964	10009
10066	2765	569	305	9192	9497
10072	437		332	95	9645	9740
10080	993		704	205	9171	9376
10085	2791	576	319	9190	9509
10087	346		274	72	9741	9813
10099	240		172	49	9878	9927
10102	2514	394	192	9516	9708
10105	2826	596	331	9178	9509
10107	2360	261	137	9709	9846
10107	2834	605	336	9166	9502
10114	820		595	166	9353	9519
10123	2558	422	207	9494	9701
10126	2374	282	143	9701	9844
10128	2376	282	143	9703	9846
10130	2874	639	353	9138	9491
10134	499		382	106	9646	9752
10143	2900	655	354	9134	9488
10147	2907	661	357	9129	9486
10154	2592	438	233	9483	9716
10163	2608	442	238	9483	9721
10167	2937	683	365	9119	9484
10167	2612	444	240	9483	9723
10169	2949	686	372	9111	9483
10180	2178	133	70	9977	10047
10183	2182	135	70	9978	10048
10188	2404	317	157	9714	9871
10189	565		421	115	9653	9768
10191	2279	213	109	9869	9978
10192	2189	143	72	9977	10049
10200	976		701	200	9299	9499
10209	2414	336	159	9714	9873
10213	85		66	15	10132	10147
10214	797		577	159	9478	9637
10215	2663	499	265	9451	9716
10218	276		223	59	9936	9995
10223	2673	514	272	9437	9709
10232	2701	535	283	9414	9697
10239	2724	545	288	9406	9694
10239	2481	363	182	9694	9876
10243	2483	372	180	9691	9871
10243	2484	372	180	9691	9871
10246	2220	161	82	10003	10085
10251	875		630	177	9444	9621
10253	292		236	62	9955	10017
10255	2769	569	308	9378	9686
10257	506		390	107	9760	9867
10261	2225	163	86	10012	10098
10266	2497	384	188	9694	9882
10272	2801	578	319	9375	9694
10274	2815	581	322	9371	9693
10277	2819	582	325	9370	9695
10281	726		523	144	9614	9758
10283	2231	165	90	10028	10118
10286	10		7	1	10278	10279
10287	2832	596	334	9357	9691
10291	940		678	191	9422	9613
10302	573		422	117	9763	9880
10304	2543	420	204	9680	9884
10318	575		443	117	9758	9875
10320	2868	639	350	9331	9681
10326	2570	430	219	9677	9896
10332	482		359	103	9870	9973
10333	809		585	162	9586	9748
10335	281		227	59	10049	10108
10337	287		227	61	10049	10110
10337	617		470	126	9741	9867
10345	2580	433	224	9688	9912
10346	2903	661	355	9330	9685
10355	391		298	85	9972	10057
10364	208		145	40	10179	10219
10376	2972	691	378	9307	9685
10381	403		320	88	9973	10061
10383	2988	701	386	9296	9682
10383	729		527	145	9711	9856
10388	2186	135	72	10181	10253
10389	2403	317	157	9915	10072
10391	943		678	191	9522	9713
10392	2097	47	40	10305	10345
10394	2143	89	56	10249	10305
10406	432		331	95	9980	10075
10407	178		121	35	10251	10286
10416	757		560	152	9704	9856
10416	580		443	118	9855	9973
10417	2309	227	119	10071	10190
10423	470		354	100	9969	10069
10425	799		579	159	9687	9846
10431	614		469	124	9838	9962
10433	833		600	167	9666	9833
10434	2464	359	175	9900	10075
10443	2332	241	128	10074	10202
10444	2486	372	181	9891	10072
10445	692		484	138	9823	9961
10447	500		382	106	9959	10065
10448	2744	563	298	9587	9885
10449	504		382	107	9960	10067
10460	2224	163	85	10212	10297
10468	2227	163	88	10217	10305
10473	2510	388	193	9892	10085
10477	2161	100	64	10313	10377
10478	2520	397	194	9887	10081
10483	420		325	93	10065	10158
10485	2244	174	96	10215	10311
10490	2245	177	96	10217	10313
10496	2855	633	344	9519	9863
10507	183		129	35	10343	10378
10514	474		354	100	10060	10160
10518	813		589	162	9767	9929
10521	2894	653	354	9514	9868
10534	2598	439	235	9860	10095
10535	856		625	171	9739	9910
10552	2950	686	372	9494	9866
10554	77		55	14	10485	10499
10556	2970	691	377	9488	9865
10561	2984	699	383	9479	9862
10561	529		405	110	10046	10156
10568	2184	135	72	10361	10433
10569	553		412	114	10043	10157
10570	2402	317	156	10097	10253
10574	2287	223	110	10241	10351
10582	2311	227	119	10236	10355
10583	562		421	115	10047	10162
10584	2683	517	275	9792	10067
10593	2770	572	309	9712	10021
10601	445		335	97	10169	10266
10602	2837	605	337	9660	9997
10606	2252	178	96	10332	10428
10606	53		37	9	10560	10569
10614	2910	664	358	9592	9950
10624	2969	691	377	9556	9933
10624	2139	78	51	10495	10546
10625	2395	304	150	10171	10321
10625	479		359	102	10164	10266
10633	2674	514	273	9846	10119
10637	2695	533	281	9823	10104
10639	2709	538	285	9816	10101
10639	2327	238	123	10278	10401
10641	2726	545	288	9808	10096
10643	2340	245	131	10267	10398
10644	2111	53	45	10546	10591
10644	2766	569	306	9769	10075
10648	684		483	136	10029	10165
10649	2816	581	323	9745	10068
10650	2820	582	326	9742	10068
10650	2512	394	192	10064	10256
10653	2844	608	338	9707	10045
10655	503		382	107	10166	10273
10656	2538	416	200	10040	10240
10661	2383	285	147	10229	10376
10663	2578	433	224	10006	10230
10665	2912	664	358	9643	10001
10668	2918	678	358	9632	9990
10671	2127	74	47	10550	10597
10676	397		311	85	10280	10365
10677	2980	699	382	9596	9978
10679	2268	204	104	10371	10475
10680	2650	489	257	9934	10191
10680	2291	223	111	10346	10457
10682	2671	501	270	9911	10181
10686	2480	363	181	10142	10323
10688	2222	161	83	10444	10527
10689	2758	567	303	9819	10122
10690	2348	249	132	10309	10441
10691	2774	572	311	9808	10119
10692	2503	384	190	10118	10308
10693	2800	578	319	9796	10115
10696	2358	261	136	10299	10435
10696	2835	605	336	9755	10091
10701	2861	635	348	9718	10066
10704	2582	434	226	10044	10270
10706	2919	678	358	9670	10028
10706	2921	678	361	9667	10028
10710	2961	690	374	9646	10020
10713	2185	135	72	10506	10578
10714	2647	489	257	9968	10225
10717	2420	338	161	10218	10379
10717	2300	224	115	10378	10493
10719	2453	352	171	10196	10367
10725	2759	567	303	9855	10158
10730	2352	252	134	10344	10478
10730	2817	581	323	9826	10149
10731	2507	388	193	10150	10343
10731	2825	582	329	9820	10149
10734	2851	614	342	9778	10120
10735	2540	420	203	10112	10315
10736	2550	421	206	10109	10315
10737	433		331	95	10311	10406
10739	2567	430	216	10093	10309
10740	2572	430	219	10091	10310
10740	182		121	36	10583	10619
10746	2922	678	361	9707	10068
10750	2131	74	48	10628	10676
10751	2138	78	50	10623	10673
10757	2306	226	118	10413	10531
10759	2691	526	277	9956	10233
10761	2482	363	182	10216	10398
10762	2489	372	184	10206	10390
10764	793		577	158	10029	10187
10767	802		579	159	10029	10188
10771	2856	633	345	9793	10138
10773	2882	649	350	9774	10124
10777	358		290	77	10410	10487
10787	2987	701	385	9701	10086
10789	2286	220	112	10457	10569
10791	2429	344	162	10285	10447
10791	2431	344	162	10285	10447
10796	2346	249	132	10415	10547
10799	2356	252	135	10412	10547
10802	2527	413	196	10193	10389
10802	2530	413	197	10192	10389
10802	2532	416	197	10189	10386
10802	2534	416	199	10187	10386
10805	2872	639	352	9814	10166
10806	2891	653	353	9800	10153
10806	2895	653	355	9798	10153
10807	295		238	63	10506	10569
10812	890		641	179	9992	10171
10814	2956	689	373	9752	10125
10814	2968	691	377	9746	10123
10815	2975	697	378	9740	10118
10816	2620	462	245	10109	10354
10820	2667	501	269	10050	10319
10820	2196	149	75	10596	10671
10822	2476	363	180	10279	10459
10826	2522	397	196	10233	10429
10831	2573	430	220	10181	10401
10831	2892	653	354	9824	10178
10831	2577	433	223	10175	10398
10833	2595	439	233	10161	10394
10834	2920	678	359	9797	10156
10837	925		662	187	9988	10175
10839	2654	496	260	10083	10343
10841	2676	514	273	10054	10327
10841	2687	526	277	10038	10315
10842	2458	353	173	10316	10489
10842	2317	236	120	10486	10606
10843	329		253	68	10522	10590
10844	2767	569	307	9968	10275
10845	2780	574	314	9957	10271
10846	730		527	145	10174	10319
10849	2843	608	338	9903	10241
10849	2547	421	205	10223	10428
10849	2556	422	207	10220	10427
10851	2871	639	351	9861	10212
10852	2600	439	236	10177	10413
10852	2262	191	101	10560	10661
10854	2391	295	150	10409	10559
10857	2660	499	263	10095	10358
10859	2328	238	124	10497	10621
10862	2775	572	313	9977	10290
10865	2565	426	212	10227	10439
10867	2911	664	358	9845	10203
10867	2915	664	359	9844	10203
10868	2930	682	364	9822	10186
10869	2933	683	364	9822	10186
10871	2621	462	245	10164	10409
10872	2638	484	254	10134	10388
10873	2280	220	110	10543	10653
10874	2418	336	160	10378	10538
10875	2720	540	287	10048	10335
10877	2771	572	309	9996	10305
10878	434		331	95	10452	10547
10879	2782	574	314	9991	10305
10880	2809	579	321	9980	10301
10880	750		550	147	10183	10330
10881	2511	394	192	10295	10487
10882	2836	605	336	9941	10277
10882	2846	608	339	9935	10274
10883	2869	639	350	9894	10244
10883	2569	430	218	10235	10453
10883	67		46	14	10823	10837
10884	2914	664	359	9861	10220
10886	2938	685	367	9834	10201
10889	2187	135	73	10681	10754
10890	2651	496	259	10135	10394
10891	2492	374	184	10333	10517
10892	2736	561	291	10040	10331
10893	2804	578	320	9995	10315
10896	2909	661	358	9877	10235
10899	2675	514	273	10112	10385
10901	2760	567	303	10031	10334
10905	2917	678	357	9870	10227
10908	2993	701	387	9820	10207
10908	2616	462	243	10203	10446
10908	2631	477	251	10180	10431
10908	2664	499	265	10144	10409
10909	2488	372	183	10354	10537
10912	2555	422	206	10284	10490
10912	2864	635	349	9928	10277
10913	2607	442	238	10233	10471
10913	285		227	61	10625	10686
10915	2979	697	380	9838	10218
10915	2468	359	177	10379	10556
10916	365		291	79	10546	10625
10918	2793	576	319	10023	10342
10918	2519	397	194	10327	10521
10924	2953	689	373	9862	10235
10924	2689	526	277	10121	10398
10924	2747	563	300	10061	10361
10925	2788	575	316	10034	10350
10925	2523	397	197	10331	10528
10926	2614	444	241	10241	10482
10927	2745	563	299	10065	10364
10927	2590	438	232	10257	10489
10928	2945	686	371	9871	10242
10930	2932	683	363	9884	10247
10930	2773	572	310	10048	10358
10930	693		484	138	10308	10446

Battle Result: Earth Army Wins!
Battle went on for 10930 timesteps!

Earth Army Stats: 
Total units (ES, ET, EG): 695, 100, 136
% of destructed units relative to total: (ES, ET, EG) 63.3094%, 79%, 40.4412% 
% of total destructed units relative to total: 61.6541%
% of total successfully healed units relative to total: 3.43716%
% of total infected Earth Soldiers relative to total: 33.6691% 
Average Df, Dd, Db: 79.0331, 5847.07, 5926.11
Df/Db %: 1.33364%
Dd/Db %: 98.6664%

Alien Army Stats: 
Total units (AS, AM, AD): 748, 133, 119
% of destructed units relative to total: (AS, AM, AD) 100%, 100%, 100%  
% of total destructed units relative to total: 100%
Average Df, Dd, Db: 147.386, 5903.6, 6050.98
Df/Db %: 2.43574%
Dd/Db %: 97.5643%
