Td	ID	  	Tj	Df	Dd	Db
817	360		197	29	591	620
819	261		150	23	646	669
820	2316	179	25	616	641
822	410		228	37	557	594
823	364		199	29	595	624
824	475		267	45	512	557
825	2448	272	37	516	553
827	2366	207	34	586	620
828	538		316	52	460	512
829	269		154	23	652	675
830	2450	276	37	517	554
834	303		180	24	630	654
834	302		180	24	630	654
834	431		236	38	560	598
838	476		278	48	512	560
838	477		278	49	511	560
838	378		206	31	601	632
844	485		283	50	511	561
846	565		335	54	457	511
849	2296	165	22	662	684
849	2474	285	37	527	564
849	244		142	20	687	707
849	322		186	26	637	663
851	390		213	32	606	638
852	327		187	26	639	665
855	2382	217	34	604	638
855	501		291	54	510	564
857	225		126	17	714	731
860	394		217	33	610	643
861	454		252	44	565	609
866	2538	328	42	496	538
867	2348	192	28	647	675
869	2388	221	35	613	648
869	2540	330	42	497	539
869	252		146	22	701	723
871	459		257	45	569	614
874	2488	295	37	542	579
875	2489	295	37	543	580
875	2357	198	29	648	677
875	2359	198	30	647	677
876	355		196	28	652	680
877	2360	199	29	649	678
878	293		173	23	682	705
878	356		197	29	652	681
878	359		197	29	652	681
879	2550	335	44	500	544
879	295		173	24	682	706
880	606		361	53	466	519
881	530		309	54	518	572
882	2361	199	30	653	683
882	408		228	36	618	654
882	409		228	37	617	654
884	474		267	45	572	617
886	2398	230	34	622	656
887	368		201	30	656	686
887	370		201	30	656	686
888	268		154	23	711	734
888	300		177	24	687	711
889	747		487	402	0	402
890	2407	235	33	622	655
891	426		235	38	618	656
891	428		235	38	618	656
892	544		322	52	518	570
893	432		236	39	618	657
895	553		326	53	516	569
895	435		236	39	620	659
896	479		278	49	569	618
898	190		107	15	776	791
898	189		107	15	776	791
898	277		161	22	715	737
899	2445	272	36	591	627
901	2499	310	35	556	591
903	385		211	31	661	692
907	2505	316	37	554	591
908	2506	316	37	555	592
908	2507	316	37	555	592
910	2508	316	38	556	594
910	324		186	26	698	724
910	573		339	53	518	571
911	387		213	31	667	698
911	325		186	26	699	725
911	578		341	53	517	570
912	496		289	53	570	623
913	250		145	768	0	768
914	2608	355	48	511	559
914	504		291	55	568	623
914	505		291	55	568	623
915	2460	280	37	598	635
918	2428	249	32	637	669
919	2467	283	37	599	636
919	453		252	43	624	667
920	248		145	22	753	775
921	144		87	834	0	834
921	595		351	53	517	570
927	288		171	23	733	756
927	460		257	45	625	670
927	402		223	34	670	704
928	405		223	34	671	705
929	597		359	52	518	570
931	2516	323	40	568	608
933	2631	365	51	517	568
936	2438	252	36	648	684
937	412		229	37	671	708
938	2439	252	37	649	686
939	367		201	29	709	738
939	419		231	38	670	708
941	266		154	22	765	787
941	296		177	24	740	764
944	372		204	31	709	740
944	429		235	38	671	709
945	375		204	31	710	741
945	550		323	52	570	622
947	304		180	24	743	767
949	211		122	17	810	827
949	274		159	22	768	790
950	279		161	22	767	789
950	276		161	22	767	789
953	635		388	49	516	565
953	630		387	49	517	566
956	486		284	51	621	672
956	677		439	63	454	517
958	169		92	16	850	866
959	243		142	20	797	817
959	572		339	53	567	620
960	494		286	53	621	674
962	2569	340	44	578	622
963	443		247	42	674	716
964	587		345	52	567	619
965	2575	342	45	578	623
965	449		249	42	674	716
967	2492	307	35	625	660
968	393		217	33	718	751
968	395		217	33	718	751
974	649		406	53	515	568
977	2500	311	36	630	666
978	401		223	33	722	755
978	404		223	34	721	755
978	403		223	34	721	755
978	656		410	54	514	568
980	347		195	28	757	785
980	461		259	44	677	721
982	2412	245	31	706	737
982	2414	245	31	706	737
983	2417	246	31	706	737
984	291		173	23	788	811
985	2604	354	48	583	631
986	711		472	66	448	514
987	2293	163	21	803	824
988	527		309	53	626	679
989	407		228	36	725	761
989	406		228	36	725	761
990	2511	319	39	632	671
993	425		234	38	721	759
993	536		316	52	625	677
993	664		422	58	513	571
993	667		424	59	510	569
995	427		235	38	722	760
996	301		180	24	792	816
1001	557		331	54	616	670
1001	558		331	54	616	670
1003	436		242	41	720	761
1003	484		283	50	670	720
1004	437		242	41	721	762
1005	487		284	51	670	721
1006	2525	325	41	640	681
1006	488		284	51	671	722
1006	636		391	47	568	615
1007	680		439	64	504	568
1009	491		286	52	671	723
1009	685		442	64	503	567
1011	500		289	54	668	722
1012	445		247	42	723	765
1013	194		110	16	887	903
1013	506		292	55	666	721
1014	2534	327	42	645	687
1014	2535	328	42	644	686
1015	391		217	32	766	798
1018	2539	328	42	648	690
1018	336		191	27	800	827
1020	593		351	52	617	669
1020	705		456	66	498	564
1021	519		298	54	669	723
1023	2653	374	54	595	649
1023	650		406	53	564	617
1024	2353	195	28	801	829
1024	2549	331	45	648	693
1024	525		299	55	670	725
1026	655		407	54	565	619
1028	463		259	45	724	769
1030	2443	263	35	732	767
1030	598		359	52	619	671
1032	2396	230	33	769	802
1032	603		360	52	620	672
1034	467		263	45	726	771
1035	528		309	54	672	726
1036	413		229	37	770	807
1036	473		267	45	724	769
1039	2567	340	44	655	699
1039	297		177	24	838	862
1042	373		204	31	807	838
1042	547		323	52	667	719
1044	2584	343	46	655	701
1045	377		206	31	808	839
1045	379		206	31	808	839
1045	552		326	53	666	719
1045	480		278	49	718	767
1046	308		183	25	838	863
1046	310		183	25	838	863
1046	769		494	70	482	552
1050	628		387	48	615	663
1050	632		388	48	614	662
1052	2415	246	30	776	806
1052	674		438	62	552	614
1052	673		438	62	552	614
1054	2416	246	31	777	808
1055	2686	402	54	599	653
1055	570		337	54	664	718
1056	576		341	53	662	715
1056	580		341	54	661	715
1057	2605	355	48	654	702
1057	2607	355	48	654	702
1058	2770	461	66	531	597
1058	502		291	54	713	767
1059	2462	280	37	742	779
1059	509		292	55	712	767
1060	2612	357	48	655	703
1060	2514	319	39	702	741
1060	2695	409	58	593	651
1061	643		401	51	609	660
1063	698		455	64	544	608
1063	699		455	64	544	608
1064	398		219	34	811	845
1064	702		456	66	542	608
1064	591		351	52	661	713
1064	824		522	69	473	542
1066	647		406	52	608	660
1066	648		406	53	607	660
1067	2434	250	33	784	817
1068	652		407	54	607	661
1069	287		171	23	875	898
1070	657		410	54	606	660
1070	349		195	28	847	875
1071	599		359	52	660	712
1073	719		473	66	534	600
1073	712		472	66	535	601
1073	949		613	69	391	460
1075	2517	323	40	712	752
1078	737		484	71	523	594
1079	2524	324	41	714	755
1079	2437	252	36	791	827
1079	2723	418	62	599	661
1079	670		424	60	595	655
1080	541		322	51	707	758
1081	548		323	52	706	758
1082	620		376	51	655	706
1083	624		384	49	650	699
1084	556		331	53	700	753
1085	2480	290	36	759	795
1085	629		387	48	650	698
1085	626		387	48	650	698
1085	776		497	70	518	588
1085	782		498	71	516	587
1087	2531	327	42	718	760
1087	564		335	53	699	752
1088	679		439	64	585	649
1089	321		186	26	877	903
1089	569		337	54	698	752
1089	640		391	48	650	698
1091	2533	327	42	722	764
1092	442		247	42	803	845
1093	991		655	69	369	438
1094	512		294	54	746	800
1095	692		454	63	578	641
1096	819		520	69	507	576
1097	592		351	52	694	746
1097	701		456	66	575	641
1097	340		191	27	879	906
1097	821		522	68	507	575
1098	2646	373	54	671	725
1098	520		298	54	746	800
1098	517		298	54	746	800
1099	646		406	52	641	693
1099	833		526	69	504	573
1100	835		526	69	505	574
1101	2487	295	37	769	806
1101	523		299	54	748	802
1102	653		407	54	641	695
1102	654		407	54	641	695
1102	912		600	70	432	502
1103	658		410	54	639	693
1103	920		602	69	432	501
1104	2442	263	35	806	841
1104	843		531	72	501	573
1105	2559	337	44	724	768
1105	464		259	45	801	846
1106	2662	382	55	669	724
1106	2664	382	55	669	724
1106	256		149	22	935	957
1107	2732	440	61	606	667
1110	854		537	72	501	573
1112	609		361	53	698	751
1113	2681	395	55	663	718
1114	2594	348	48	718	766
1114	2599	350	48	716	764
1114	468		263	45	806	851
1117	2606	355	48	714	762
1117	615		367	53	697	750
1118	2464	280	37	801	838
1118	2697	409	58	651	709
1119	2469	283	37	799	836
1119	2622	360	49	710	759
1121	2473	285	37	799	836
1121	669		424	60	637	697
1123	2519	323	40	760	800
1124	2632	365	51	708	759
1124	959		628	68	428	496
1125	2637	368	51	706	757
1125	616		376	51	698	749
1126	2641	369	51	706	757
1126	753		488	71	567	638
1127	2483	290	36	801	837
1127	756		489	71	567	638
1127	964		630	68	429	497
1128	765		490	71	567	638
1131	627		387	48	696	744
1131	877		566	69	496	565
1131	879		566	69	496	565
1133	4004	1103	0	30	30
1133	675		438	62	633	695
1133	787		500	71	562	633
1134	678		439	63	632	695
1134	638		391	48	695	743
1135	2661	382	55	698	753
1136	577		341	53	742	795
1136	684		442	64	630	694
1136	895		577	69	490	559
1137	2665	385	56	696	752
1137	2572	341	44	752	796
1137	797		511	68	558	626
1139	2494	307	35	797	832
1140	2583	343	45	752	797
1140	802		515	67	558	625
1140	986		652	70	418	488
1140	985		650	70	420	490
1141	805		515	67	559	626
1142	2446	272	36	834	870
1142	2585	347	47	748	795
1143	2587	347	48	748	796
1143	644		401	51	691	742
1143	645		401	51	691	742
1145	822		522	68	555	623
1147	2452	276	37	834	871
1147	2454	276	37	834	871
1147	2767	458	65	624	689
1147	901		597	70	480	550
1147	709		459	67	621	688
1148	524		299	55	794	849
1148	521		299	54	795	849
1150	458		257	45	848	893
1151	4000	1103	0	48	48
1153	2706	415	59	679	738
1153	2708	415	60	678	738
1153	4001	1103	0	50	50
1154	2712	416	59	679	738
1157	2794	481	68	608	676
1157	945		611	69	477	546
1157	607		361	53	743	796
1157	943		611	68	478	546
1159	722		475	67	617	684
1160	726		477	69	614	683
1160	724		475	67	618	685
1160	611		367	53	740	793
1161	4005	1104	1	56	57
1161	734		479	70	612	682
1164	423		234	38	892	930
1164	422		234	38	892	930
1166	874		556	69	541	610
1167	2552	335	44	788	832
1167	546		323	51	793	844
1167	744		485	71	611	682
1168	957		628	68	472	540
1169	2817	499	72	598	670
1169	619		376	51	742	793
1169	758		489	71	609	680
1170	762		490	71	609	680
1171	2739	444	60	667	727
1172	2745	446	60	666	726
1172	771		495	70	607	677
1172	773		495	70	607	677
1173	780		497	70	606	676
1174	783		498	71	605	676
1174	883		570	69	535	604
1175	2758	450	64	661	725
1175	563		335	53	787	840
1176	2592	348	48	780	828
1176	887		573	69	534	603
1176	790		500	71	605	676
1177	2597	350	48	779	827
1177	637		391	48	738	786
1178	2760	456	66	656	722
1178	2602	354	48	776	824
1178	495		286	53	839	892
1178	582		342	53	783	836
1178	585		342	53	783	836
1179	2455	279	37	863	900
1179	2458	279	37	863	900
1179	800		511	68	600	668
1180	2698	409	59	712	771
1183	808		517	68	598	666
1183	809		517	68	598	666
1184	2515	323	40	821	861
1184	694		454	64	666	730
1184	813		518	69	597	666
1185	2789	476	67	642	709
1185	2518	323	40	822	862
1185	2521	324	40	821	861
1185	4007	1104	1	80	81
1185	998		659	68	458	526
1186	817		520	69	597	666
1187	2793	481	68	638	706
1187	518		298	54	835	889
1187	823		522	68	597	665
1188	2636	368	51	769	820
1188	831		526	69	593	662
1189	2536	328	42	819	861
1190	2801	486	70	634	704
1191	659		410	54	727	781
1191	915		600	70	521	591
1192	2645	373	54	765	819
1192	844		531	72	589	661
1194	2544	330	44	820	864
1194	2658	376	53	765	818
1194	2548	331	45	818	863
1194	465		259	45	890	935
1196	2727	436	61	699	760
1196	933		608	69	519	588
1197	2397	230	33	934	967
1197	2558	337	44	816	860
1197	938		609	69	519	588
1198	714		472	66	660	726
1198	715		472	66	660	726
1199	529		309	54	836	890
1199	950		613	69	517	586
1200	729		477	69	654	723
1202	2738	444	60	698	758
1202	952		621	68	513	581
1203	2742	445	60	698	758
1203	2582	343	45	815	860
1203	662		422	57	724	781
1203	953		621	68	514	582
1204	2753	447	62	695	757
1204	663		422	58	724	782
1205	738		484	71	650	721
1206	741		485	71	650	721
1206	958		628	68	510	578
1207	2593	348	48	811	859
1207	754		488	71	648	719
1208	965		630	69	509	578
1209	2690	405	56	748	804
1209	761		490	71	648	719
1210	2610	357	48	805	853
1210	4002	1103	0	107	107
1211	4003	1103	0	108	108
1211	969		635	68	508	576
1212	2628	361	52	799	851
1212	2937	610	79	523	602
1212	778		497	70	645	715
1213	2869	543	69	601	670
1213	2785	476	67	670	737
1213	562		335	53	825	878
1213	975		643	69	501	570
1214	2633	365	52	797	849
1214	2724	418	62	734	796
1214	2528	325	42	847	889
1215	574		339	53	823	876
1215	892		577	69	569	638
1216	499		289	53	874	927
1216	497		289	53	874	927
1216	977		649	69	498	567
1217	2958	620	84	513	597
1217	2870	552	68	597	665
1218	2537	328	42	848	890
1220	2546	331	44	845	889
1220	2986	632	88	500	588
1220	689		452	64	704	768
1221	810		517	68	636	704
1221	691		454	63	704	767
1221	693		454	63	704	767
1222	814		518	69	635	704
1222	695		454	64	704	768
1223	826		525	68	630	698
1224	2819	499	72	653	725
1224	902		597	70	557	627
1226	2573	341	45	840	885
1226	2735	444	59	723	782
1226	2578	342	45	839	884
1227	2579	342	45	840	885
1227	2743	445	60	722	782
1227	842		531	72	624	696
1227	845		531	72	624	696
1231	853		537	72	622	694
1232	944		611	69	552	621
1232	608		361	53	818	871
1233	2685	402	54	777	831
1233	2688	402	54	777	831
1233	2769	458	66	709	775
1233	717		473	66	694	760
1235	860		543	72	620	692
1235	856		543	72	620	692
1236	2702	412	58	766	824
1236	2704	412	59	765	824
1236	2433	250	33	953	986
1236	731		479	69	688	757
1236	614		367	53	816	869
1236	864		547	71	618	689
1237	2935	610	79	548	627
1237	867		550	70	617	687
1238	2938	610	81	547	628
1238	2715	417	60	761	821
1239	665		422	58	759	817
1239	421		234	38	967	1005
1239	420		231	38	970	1008
1240	2643	369	51	820	871
1240	873		556	69	615	684
1242	2805	487	70	685	755
1242	622		384	49	809	858
1242	963		630	68	544	612
1242	759		489	71	682	753
1243	775		495	70	678	748
1244	2541	330	44	870	914
1244	4019	1110	5	129	134
1244	794		504	69	671	740
1244	884		570	69	605	674
1245	682		442	64	739	803
1246	2726	436	61	749	810
1246	2729	436	61	749	810
1247	2815	499	71	677	748
1247	2821	500	72	675	747
1247	2897	573	70	604	674
1247	981		650	69	528	597
1247	982		650	69	528	597
1248	2565	340	44	864	908
1248	2737	444	60	744	804
1249	2906	582	70	597	667
1249	804		515	67	667	734
1249	896		584	69	596	665
1250	2752	447	62	741	803
1250	2678	392	55	803	858
1250	2837	512	73	665	738
1250	2913	586	72	592	664
1250	687		452	64	734	798
1251	2586	347	47	857	904
1251	2588	347	48	856	904
1251	807		517	68	666	734
1252	996		659	68	525	593
1253	2774	461	66	726	792
1253	2694	405	56	792	848
1253	997		659	68	526	594
1254	706		459	67	728	795
1255	836		528	69	658	727
1256	2620	360	49	847	896
1256	2624	360	50	846	896
1256	2430	250	33	973	1006
1257	2939	610	81	566	647
1258	2717	417	61	780	841
1258	2523	324	41	893	934
1258	847		535	72	651	723
1259	935		608	69	582	651
1260	2959	620	84	556	640
1260	939		609	69	582	651
1261	2968	625	85	551	636
1262	863		547	71	644	715
1262	727		477	69	716	785
1262	861		547	71	644	715
1263	2654	374	54	835	889
1264	668		424	59	781	840
1264	739		484	71	709	780
1265	751		488	70	707	777
1265	875		556	69	640	709
1266	880		566	70	630	700
1266	968		635	68	563	631
1267	2555	337	44	886	930
1267	972		643	69	555	624
1268	2896	573	70	625	695
1268	2666	385	56	827	883
1268	681		442	63	763	826
1269	2576	342	45	882	927
1269	4023	1111	6	152	158
1269	979		649	69	551	620
1270	2834	508	74	688	762
1270	2675	392	55	823	878
1271	2910	586	72	613	685
1271	900		584	70	617	687
1272	700		455	65	752	817
1272	515		294	54	924	978
1272	999		659	68	545	613
1273	2924	592	74	607	681
1273	832		526	69	678	747
1274	2765	458	65	751	816
1274	2927	597	74	603	677
1274	4010	1109	2	163	165
1274	839		528	70	676	746
1275	2771	461	66	748	814
1276	2778	469	67	740	807
1276	4012	1109	3	164	167
1277	602		360	52	865	917
1277	932		608	69	600	669
1278	2867	543	68	667	735
1278	2710	416	59	803	862
1278	2788	476	67	735	802
1278	605		360	52	866	918
1278	855		537	73	668	741
1278	940		609	69	600	669
1279	2791	481	68	730	798
1280	948		613	69	598	667
1281	2873	552	68	661	729
1281	871		556	68	657	725
1281	542		322	51	908	959
1281	870		550	71	660	731
1281	750		487	71	723	794
1282	2797	483	70	729	799
1282	2798	483	70	729	799
1282	757		489	71	722	793
1283	2803	486	70	727	797
1283	621		384	49	850	899
1283	786		500	71	712	783
1283	878		566	69	648	717
1284	2804	486	70	728	798
1284	2806	487	70	727	797
1284	795		504	69	711	780
1284	568		337	54	893	947
1284	792		504	69	711	780
1284	974		643	69	572	641
1285	2880	566	66	653	719
1285	987		652	70	563	633
1285	988		652	70	563	633
1286	897		584	69	633	702
1286	990		652	70	564	634
1287	337		191	27	1069	1096
1287	816		520	69	698	767
1287	829		525	69	693	762
1288	2728	436	61	791	852
1288	2894	571	69	648	717
1288	2898	573	70	645	715
1289	2574	341	45	903	948
1289	2908	582	70	637	707
1289	906		598	70	621	691
1289	908		598	70	621	691
1290	2679	392	55	843	898
1290	840		528	70	692	762
1290	916		602	69	619	688
1292	2844	518	71	703	774
1292	926		607	69	616	685
1294	2866	543	68	683	751
1295	713		472	66	757	823
1296	2956	620	84	592	676
1296	716		473	66	757	823
1297	2962	622	85	590	675
1297	2799	483	71	743	814
1297	956		628	68	601	669
1298	755		488	71	739	810
1298	770		494	70	734	804
1298	672		438	61	799	860
1298	766		494	70	734	804
1298	881		570	69	659	728
1299	2808	487	70	742	812
1299	894		577	69	653	722
1299	891		577	69	653	722
1299	976		649	69	581	650
1300	2984	629	87	584	671
1300	2648	373	55	872	927
1300	994		655	69	576	645
1301	2882	566	66	669	735
1301	828		525	69	707	776
1301	708		459	67	775	842
1302	2999	634	91	577	668
1302	905		597	70	635	705
1302	913		600	70	632	702
1303	2822	500	72	731	803
1303	2823	500	72	731	803
1303	4030	1133	7	163	170
1303	930		607	69	627	696
1303	841		531	72	700	772
1303	927		607	69	627	696
1303	846		535	72	696	768
1303	919		602	69	632	701
1304	2667	385	56	863	919
1304	2674	386	56	862	918
1304	610		361	54	889	943
1304	604		360	52	892	944
1305	2907	582	70	653	723
1305	725		475	67	763	830
1305	728		477	69	759	828
1305	951		621	68	616	684
1306	2830	508	74	724	798
1306	2918	587	72	647	719
1306	2680	395	54	857	911
1306	872		556	69	681	750
1306	752		488	71	747	818
1306	954		621	68	617	685
1306	960		628	68	610	678
1307	2842	518	71	718	789
1307	2849	519	71	717	788
1308	2932	601	76	631	707
1308	2699	409	59	840	899
1308	642		401	51	856	907
1308	812		518	69	721	790
1308	799		511	68	729	797
1308	989		652	70	586	656
1309	2781	474	67	768	835
1309	837		528	69	712	781
1309	825		522	69	718	787
1310	2954	619	83	608	691
1310	917		602	69	639	708
1310	910		598	71	641	712
1311	923		605	69	637	706
1311	924		605	69	637	706
1312	2651	374	54	884	938
1312	931		608	69	635	704
1313	2994	633	90	590	680
1313	2813	494	72	747	819
1313	2995	634	91	588	679
1313	947		613	69	631	700
1314	2887	568	69	677	746
1314	2888	568	69	677	746
1314	869		550	70	694	764
1314	973		643	69	602	671
1314	868		550	70	694	764
1314	788		500	71	743	814
1315	838		528	70	717	787
1315	921		605	69	641	710
1315	984		650	70	595	665
1315	993		655	69	591	660
1315	898		584	70	661	731
1316	850		535	72	709	781
1316	946		613	69	634	703
1316	735		479	70	767	837
1318	2853	526	71	721	792
1318	970		635	68	615	683
1318	942		611	68	639	707
1318	918		602	69	647	716
1318	937		609	69	640	709
1319	2776	469	67	783	850
1319	710		459	67	793	860
1319	928		607	69	643	712
1319	723		475	67	777	844
1320	2777	469	67	784	851
1320	2855	538	69	713	782
1320	936		609	69	642	711
1320	934		608	69	643	712
1321	2625	361	52	908	960
1321	2709	415	60	846	906
1321	971		643	69	609	678
1321	798		511	68	742	810
1321	903		597	70	654	724

Battle Result: Alien Army Wins!
Battle went on for 1321 timesteps!

Earth Army Stats: 
Total units (ES, ET, EG): 725, 145, 112
% of destructed units relative to total: (ES, ET, EG) 100%, 100%, 100% 
% of total destructed units relative to total: 100%
% of total successfully healed units relative to total: 2.03666%
% of total infected Earth Soldiers relative to total: 24.6897% 
Average Df, Dd, Db: 31.4674, 401.199, 432.666
Df/Db %: 7.27291%
Dd/Db %: 92.7271%

Alien Army Stats: 
Total units (AS, AM, AD): 526, 298, 176
% of destructed units relative to total: (AS, AM, AD) 88.7833%, 95.6376%, 53.9773%  
% of total destructed units relative to total: 84.7%
Average Df, Dd, Db: 21.4959, 306.327, 327.823
Df/Db %: 6.55716%
Dd/Db %: 93.4428%
