Td	ID	  	Tj	Df	Dd	Db
2058	99		99	13	1946	1959
2058	283		239	64	1755	1819
2059	365		304	83	1672	1755
2061	368		304	84	1673	1757
2068	2449	361	62	1645	1707
2078	2337	262	46	1770	1816
2078	301		244	70	1764	1834
2084	2342	262	47	1775	1822
2085	465		406	82	1597	1679
2098	675		550	1548	0	1548
2101	2173	124	28	1949	1977
2105	654		542	1563	0	1563
2105	200		160	41	1904	1945
2111	2215	154	31	1926	1957
2119	639		537	1582	0	1582
2119	721		578	87	1454	1541
2123	2096	75	25	2023	2048
2124	2270	188	37	1899	1936
2127	2222	156	32	1939	1971
2129	500		440	69	1620	1689
2129	502		440	69	1620	1689
2130	2275	189	39	1902	1941
2132	2279	189	39	1904	1943
2134	435		351	92	1691	1783
2135	437		351	93	1691	1784
2135	610		514	75	1546	1621
2139	631		531	1608	0	1608
2141	2119	102	27	2012	2039
2151	747		600	89	1462	1551
2154	2284	191	40	1923	1963
2155	81		87	9	2059	2068
2155	163		143	28	1984	2012
2158	536		460	64	1634	1698
2159	2185	133	27	1999	2026
2160	603		509	1651	0	1651
2160	756		610	89	1461	1550
2167	769		612	92	1463	1555
2168	346		287	84	1797	1881
2178	2135	108	30	2040	2070
2179	569		489	1690	0	1690
2183	531		454	1729	0	1729
2184	2063	68	16	2100	2116
2190	802		626	95	1469	1564
2199	2145	111	30	2058	2088
2200	515		445	1755	0	1755
2208	494		439	1769	0	1769
2209	392		311	88	1810	1898
2212	2626	476	149	1587	1736
2212	2147	112	30	2070	2100
2216	226		192	52	1972	2024
2219	488		438	1781	0	1781
2220	464		406	82	1732	1814
2223	2242	174	36	2013	2049
2223	466		406	83	1734	1817
2224	393		319	87	1818	1905
2225	397		319	89	1817	1906
2227	2156	115	30	2082	2112
2228	2157	115	30	2083	2113
2233	2420	349	58	1826	1884
2235	481		422	1813	0	1813
2243	2202	146	29	2068	2097
2243	2159	115	31	2097	2128
2243	414		331	93	1819	1912
2244	418		331	94	1819	1913
2253	478		422	1831	0	1831
2253	869		667	127	1459	1586
2255	873		667	128	1460	1588
2258	2118	91	27	2140	2167
2258	2519	413	90	1755	1845
2261	504		440	69	1752	1821
2263	2376	303	51	1909	1960
2263	736		587	89	1587	1676
2264	506		443	69	1752	1821
2276	450		355	97	1824	1921
2281	258		212	57	2012	2069
2282	2330	260	46	1976	2022
2282	2332	260	46	1976	2022
2287	2204	150	29	2108	2137
2293	761		611	90	1592	1682
2294	906		702	152	1440	1592
2295	907		702	152	1441	1593
2296	172		144	32	2120	2152
2301	124		110	14	2177	2191
2302	180		147	35	2120	2155
2304	353		295	81	1928	2009
2308	468		406	1902	0	1902
2308	777		621	92	1595	1687
2314	358		300	82	1932	2014
2320	2264	182	39	2099	2138
2326	2090	74	24	2228	2252
2326	2093	75	24	2227	2251
2330	2355	267	47	2016	2063
2331	2179	126	28	2177	2205
2331	662		543	86	1702	1788
2333	554		478	65	1790	1855
2335	373		306	86	1943	2029
2340	814		636	101	1603	1704
2344	677		550	88	1706	1794
2345	2278	189	39	2117	2156
2349	828		640	108	1601	1709
2353	979		752	172	1429	1601
2361	2282	191	40	2130	2170
2362	997		759	177	1426	1603
2363	470		410	81	1872	1953
2363	998		759	177	1427	1604
2365	399		319	91	1955	2046
2366	460		382	1984	0	1984
2367	313		250	74	2043	2117
2370	2128	104	29	2237	2266
2372	151		132	27	2213	2240
2373	201		160	42	2171	2213
2373	845		656	118	1599	1717
2374	2058	66	13	2295	2308
2377	424		345	2032	0	2032
2379	2499	389	66	1924	1990
2380	243		204	52	2124	2176
2389	2136	108	30	2251	2281
2391	423		345	93	1953	2046
2394	724		584	87	1723	1810
2395	2234	168	33	2194	2227
2396	498		440	69	1887	1956
2398	2316	243	42	2113	2155
2400	2320	243	44	2113	2157
2402	326		266	83	2053	2136
2404	505		443	69	1892	1961
2410	420		331	2079	0	2079
2410	447		352	96	1962	2058
2417	526		454	65	1898	1963
2427	2289	210	39	2178	2217
2431	2638	490	151	1790	1941
2436	344		287	83	2066	2149
2437	349		287	84	2066	2150
2443	409		326	2117	0	2117
2444	921		711	160	1573	1733
2446	771		621	91	1734	1825
2446	775		621	92	1733	1825
2452	280		236	65	2151	2216
2453	2429	352	59	2042	2101
2458	935		723	168	1567	1735
2460	807		627	96	1737	1833
2471	2305	217	40	2214	2254
2475	673		550	88	1837	1925
2479	2258	179	38	2262	2300
2479	2167	120	29	2330	2359
2479	2329	260	45	2174	2219
2483	2442	358	61	2064	2125
2483	974		752	170	1561	1731
2485	402		325	2160	0	2160
2486	305		246	71	2169	2240
2487	2445	358	62	2067	2129
2494	837		647	113	1734	1847
2495	145		131	26	2338	2364
2498	372		306	2192	0	2192
2499	2451	361	62	2076	2138
2501	2529	424	100	1977	2077
2503	700		568	88	1847	1935
2505	152		132	28	2345	2373
2509	2455	362	64	2083	2147
2510	2456	362	64	2084	2148
2511	2458	362	64	2085	2149
2514	716		578	86	1850	1936
2516	317		264	77	2175	2252
2517	875		667	128	1722	1850
2521	2086	74	23	2424	2447
2526	738		587	90	1849	1939
2527	740		587	90	1850	1940
2528	512		445	68	2015	2083
2533	2353	267	47	2219	2266
2536	2177	126	28	2382	2410
2538	2396	316	55	2167	2222
2538	334		268	86	2184	2270
2541	2181	126	28	2387	2415
2542	257		212	56	2274	2330
2542	746		600	89	1853	1942
2543	259		212	57	2274	2331
2548	168		143	30	2375	2405
2549	2399	320	56	2173	2229
2550	753		610	88	1852	1940
2550	754		610	88	1852	1940
2551	213		176	45	2330	2375
2552	908		702	153	1697	1850
2553	364		300	2253	0	2253
2555	2551	442	117	1996	2113
2556	636		531	82	1943	2025
2557	2478	377	65	2115	2180
2557	179		147	35	2375	2410
2558	911		708	158	1692	1850
2560	2223	156	33	2371	2404
2561	2121	102	28	2431	2459
2563	348		287	2276	0	2276
2563	458		382	91	2090	2181
2565	335		268	2297	0	2297
2566	541		474	63	2029	2092
2567	274		236	63	2268	2331
2567	543		474	63	2030	2093
2569	788		624	94	1851	1945
2570	791		624	94	1852	1946
2572	2489	381	66	2125	2191
2572	793		625	94	1853	1947
2574	2286	191	40	2343	2383
2577	933		723	168	1686	1854
2579	2184	133	26	2420	2446
2583	663		543	86	1954	2040
2593	817		636	102	1855	1957
2601	2823	608	195	1798	1993
2605	329		266	2339	0	2339
2606	193		153	39	2414	2453
2608	2107	86	24	2498	2522
2610	2140	111	29	2470	2499
2611	687		557	88	1966	2054
2616	575		494	66	2056	2122
2617	577		494	66	2057	2123
2618	2146	111	30	2477	2507
2618	405		325	92	2201	2293
2621	2614	474	147	2000	2147
2621	2616	475	147	1999	2146
2625	2625	476	149	2000	2149
2629	2195	143	28	2458	2486
2632	252		206	54	2372	2426
2632	715		578	86	1968	2054
2634	322		264	80	2290	2370
2634	318		264	77	2293	2370
2638	2238	174	35	2429	2464
2640	501		440	69	2131	2200
2640	499		440	69	2131	2200
2641	730		585	88	1968	2056
2653	2425	349	59	2245	2304
2654	2201	146	29	2479	2508
2657	288		243	2414	0	2414
2657	255		212	56	2389	2445
2658	115		108	14	2536	2550
2661	2428	352	59	2250	2309
2661	164		143	29	2489	2518
2664	892		695	147	1822	1969
2666	210		174	44	2448	2492
2667	235		200	2467	0	2467
2668	760		611	90	1967	2057
2669	764		612	91	1966	2057
2669	765		612	91	1966	2057
2670	345		287	83	2300	2383
2672	2117	91	27	2554	2581
2674	2301	217	40	2417	2457
2674	354		295	82	2297	2379
2675	161		139	2536	0	2536
2677	159		139	2538	0	2538
2678	2438	354	60	2264	2324
2678	781		622	93	1963	2056
2679	2375	303	51	2325	2376
2680	276		236	64	2380	2444
2680	790		624	94	1962	2056
2682	794		625	95	1962	2057
2686	551		477	64	2145	2209
2689	2673	513	159	2017	2176
2689	2674	513	159	2017	2176
2690	2676	513	160	2017	2177
2692	2381	306	51	2335	2386
2693	153		132	2561	0	2561
2694	375		306	86	2302	2388
2698	383		308	86	2304	2390
2708	682		551	89	2068	2157
2709	2530	424	101	2184	2285
2709	686		551	90	2068	2158
2711	112		100	2611	0	2611
2712	304		246	70	2396	2466
2715	306		246	71	2398	2469
2717	691		557	89	2071	2160
2718	2687	528	166	2024	2190
2719	128		117	13	2589	2602
2719	472		410	81	2228	2309
2721	2462	363	64	2294	2358
2724	46		44	2680	0	2680
2729	24		22	2707	0	2707
2730	860		659	123	1948	2071
2731	593		501	69	2161	2230
2732	242		204	52	2476	2528
2733	598		502	72	2159	2231
2733	707		575	85	2073	2158
2735	2472	366	65	2304	2369
2737	720		578	87	2072	2159
2739	2174	124	28	2587	2615
2739	486		438	69	2232	2301
2747	613		514	76	2157	2233
2748	615		514	77	2157	2234
2752	879		684	140	1928	2068
2753	882		684	141	1928	2069
2754	2762	553	184	2017	2201
2758	336		268	87	2403	2490
2762	2400	320	56	2386	2442
2763	260		219	61	2483	2544
2765	2032	39	9	2717	2726
2766	762		611	90	2065	2155
2767	218		177	47	2543	2590
2771	267		234	61	2476	2537
2771	356		295	82	2394	2476
2779	363		300	84	2395	2479
2781	927		720	166	1895	2061
2781	929		720	166	1895	2061
2786	2188	133	27	2626	2653
2786	2132	104	30	2652	2682
2787	2492	387	66	2334	2400
2787	945		724	172	1891	2063
2788	653		542	85	2161	2246
2789	189		148	37	2604	2641
2792	287		239	65	2488	2553
2794	380		308	86	2400	2486
2795	956		736	170	1889	2059
2797	2810	594	192	2011	2203
2797	292		243	67	2487	2554
2797	291		243	66	2488	2554
2797	819		636	102	2059	2161
2798	678		550	88	2160	2248
2805	562		487	64	2254	2318
2805	565		487	65	2253	2318
2805	563		487	64	2254	2318
2806	2229	167	32	2607	2639
2808	2821	608	195	2005	2200
2816	311		250	73	2493	2566
2816	406		325	92	2399	2491
2817	585		496	67	2254	2321
2821	2603	473	145	2203	2348
2821	847		656	119	2046	2165
2825	239		204	50	2571	2621
2825	417		331	93	2401	2494
2826	861		659	123	2044	2167
2827	240		204	51	2572	2623
2827	600		502	73	2252	2325
2831	870		667	127	2037	2164
2832	2325	247	45	2540	2585
2834	607		509	74	2251	2325
2838	324		266	83	2489	2572
2841	446		352	95	2394	2489
2841	444		352	95	2394	2489
2842	2241	174	36	2632	2668
2842	2243	174	36	2632	2668
2845	2641	490	151	2204	2355
2845	451		355	97	2393	2490
2849	339		271	87	2491	2578
2856	2299	212	41	2603	2644
2858	219		177	47	2634	2681
2861	637		531	82	2248	2330
2865	357		295	83	2487	2570
2866	923		711	160	1995	2155
2868	778		622	92	2154	2246
2869	2661	500	158	2211	2369
2870	542		474	63	2333	2396
2878	2521	413	90	2375	2465
2882	2304	217	40	2625	2665
2883	2253	179	38	2666	2704
2885	2667	512	158	2215	2373
2886	676		550	88	2248	2336
2889	2378	306	51	2532	2583
2889	827		640	108	2141	2249
2890	681		551	89	2250	2339
2895	573		489	66	2340	2406
2895	467		406	83	2406	2489
2897	690		557	89	2251	2340
2898	2443	358	62	2478	2540
2898	143		131	26	2741	2767
2898	309		250	72	2576	2648
2899	401		325	91	2483	2574
2904	695		568	88	2248	2336
2907	855		659	122	2126	2248
2909	867		662	125	2122	2247
2912	2527	424	100	2388	2488
2913	492		439	69	2405	2474
2913	493		439	69	2405	2474
2917	428		349	91	2477	2568
2919	611		514	76	2329	2405
2922	441		351	95	2476	2571
2930	338		271	87	2572	2659
2931	627		523	81	2327	2408
2931	625		523	81	2327	2408
2932	167		143	30	2759	2789
2934	2347	264	47	2623	2670
2936	211		176	45	2715	2760
2936	752		610	88	2238	2326
2937	2475	366	65	2506	2571
2941	916		708	160	2073	2233
2946	782		622	93	2231	2324
2949	795		625	95	2229	2324
2950	549		477	63	2410	2473
2953	936		723	168	2062	2230
2955	2219	156	32	2767	2799
2956	2273	189	38	2729	2767
2959	2277	189	39	2731	2770
2960	371		304	86	2570	2656
2961	108		100	13	2848	2861
2961	666		547	87	2327	2414
2963	2476	377	65	2521	2586
2963	670		547	87	2329	2416
2964	955		736	169	2059	2228
2966	2120	102	27	2837	2864
2967	2280	191	39	2737	2776
2968	963		745	170	2053	2223
2974	2406	324	58	2592	2650
2974	975		752	171	2051	2222
2974	978		752	171	2051	2222
2975	566		487	65	2423	2488
2977	989		756	175	2046	2221
2978	693		557	89	2332	2421
2978	995		759	176	2043	2219
2980	2413	328	58	2594	2652
2980	2490	387	65	2528	2593
2981	587		496	67	2418	2485
2983	479		422	75	2486	2561
2985	696		568	88	2329	2417
2985	850		657	120	2208	2328
2988	244		204	53	2731	2784
2991	98		93	12	2886	2898
2992	2361	281	49	2662	2711
2993	609		509	74	2410	2484
2995	726		584	88	2323	2411
2999	253		212	55	2732	2787
3000	2134	108	30	2862	2892
3005	454		355	98	2552	2650
3005	528		454	65	2486	2551
3005	453		355	98	2552	2650
3007	455		355	99	2553	2652
3007	743		600	88	2319	2407
3012	755		610	89	2313	2402
3013	2838	612	199	2202	2401
3015	910		702	153	2160	2313
3015	766		612	91	2312	2403
3015	767		612	91	2312	2403
3016	122		110	14	2892	2906
3016	635		531	82	2403	2485
3021	2604	473	145	2403	2548
3022	644		537	84	2401	2485
3023	277		236	64	2723	2787
3023	545		474	64	2485	2549
3025	799		626	95	2304	2399
3031	2191	143	28	2860	2888
3032	2194	143	28	2861	2889
3033	369		304	85	2644	2729
3034	374		306	86	2642	2728
3039	825		639	106	2294	2400
3040	2292	210	40	2790	2830
3040	2239	174	36	2830	2866
3045	2643	490	152	2403	2555
3049	413		326	94	2629	2723
3054	592		501	69	2484	2553
3059	490		438	69	2552	2621
3060	606		509	74	2477	2551
3061	2248	176	38	2847	2885
3063	735		585	89	2389	2478
3065	2512	412	87	2566	2653
3066	520		446	69	2551	2620
3066	438		351	94	2621	2715
3067	877		684	139	2244	2383
3070	449		355	96	2619	2715
3071	343		271	88	2712	2800
3076	2437	354	60	2662	2722
3079	2666	512	157	2410	2567
3079	2668	512	158	2409	2567
3080	351		295	81	2704	2785
3081	268		234	61	2786	2847
3081	273		234	63	2784	2847
3081	270		234	62	2785	2847
3084	275		236	63	2785	2848
3085	797		625	95	2365	2460
3085	792		625	94	2366	2460
3090	2954	678	233	2179	2412
3096	2388	307	52	2737	2789
3101	194		153	40	2908	2948
3102	463		406	82	2614	2696
3104	2528	424	100	2580	2680
3109	483		422	76	2611	2687
3110	843		656	118	2336	2454
3113	2685	527	166	2420	2586
3116	97		93	11	3012	3023
3117	2341	262	47	2808	2855
3118	725		584	88	2446	2534
3120	433		349	92	2679	2771
3122	513		445	69	2608	2677
3123	2702	533	169	2421	2590
3126	886		685	142	2299	2441
3127	529		454	65	2608	2673
3127	622		520	79	2528	2607
3128	160		139	29	2960	2989
3128	535		460	64	2604	2668
3131	2715	538	174	2419	2593
3131	899		700	151	2280	2431
3134	917		708	160	2266	2426
3135	640		537	84	2514	2598
3136	779		622	92	2422	2514
3137	362		300	83	2754	2837
3137	786		624	93	2420	2513
3138	650		541	85	2512	2597
3139	940		724	170	2245	2415
3147	293		243	67	2837	2904
3147	818		636	102	2409	2511
3148	960		745	169	2234	2403
3148	964		745	170	2233	2403
3148	965		745	171	2232	2403
3154	2221	156	32	2966	2998
3156	395		319	88	2749	2837
3158	576		494	66	2598	2664
3159	237		200	51	2908	2959
3160	846		656	119	2385	2504
3162	596		502	71	2589	2660
3162	599		502	72	2588	2660
3164	871		667	127	2370	2497
3164	421		345	92	2727	2819
3167	614		514	76	2577	2653
3169	2055	63	13	3093	3106
3169	2556	446	124	2599	2723
3170	2309	231	43	2896	2939
3171	254		212	55	2904	2959
3172	2783	572	187	2413	2600
3173	889		685	143	2345	2488
3173	530		454	65	2654	2719
3176	2563	447	126	2603	2729
3178	759		611	90	2477	2567
3178	763		611	90	2477	2567
3179	350		287	84	2808	2892
3179	913		708	158	2313	2471
3180	915		708	159	2313	2472
3181	774		621	91	2469	2560
3185	938		723	169	2293	2462
3186	2494	387	66	2733	2799
3186	652		542	85	2559	2644
3188	657		542	86	2560	2646
3189	660		543	86	2560	2646
3190	376		306	87	2797	2884
3191	2503	389	67	2735	2802
3191	958		736	170	2285	2455
3199	2582	460	138	2601	2739
3203	2227	167	32	3004	3036
3203	839		647	113	2443	2556
3208	601		502	73	2633	2706
3210	712		576	86	2548	2634
3212	2317	243	42	2927	2969
3212	608		509	74	2629	2703
3212	422		345	93	2774	2867
3213	722		584	87	2542	2629
3213	731		585	89	2539	2628
3214	734		585	89	2540	2629
3215	616		514	77	2624	2701
3217	881		684	141	2392	2533
3221	209		174	44	3003	3047
3222	758		611	89	2522	2611
3225	780		622	92	2511	2603
3228	2613	474	147	2607	2754
3228	656		542	86	2600	2686
3232	387		311	87	2834	2921
3232	674		550	88	2594	2682
3233	2192	143	28	3062	3090
3234	2630	483	148	2603	2751
3234	967		746	171	2317	2488
3241	408		326	93	2822	2915
3242	698		568	88	2586	2674
3243	202		160	42	3041	3083
3246	249		206	53	2987	3040
3246	711		576	86	2584	2670
3249	729		585	88	2576	2664
3251	524		446	69	2736	2805
3251	878		684	140	2427	2567
3252	2893	646	211	2395	2606
3253	2421	349	58	2846	2904
3254	620		520	78	2656	2734
3257	537		460	64	2733	2797
3257	895		695	148	2414	2562
3258	205		174	44	3040	3084
3259	2910	655	218	2386	2604
3260	770		612	92	2556	2648
3262	643		537	84	2641	2725
3263	798		625	95	2543	2638
3264	939		724	170	2370	2540
3264	937		723	168	2373	2541
3269	821		639	105	2525	2630
3270	2925	661	221	2388	2609
3270	2927	661	222	2387	2609
3272	680		551	89	2632	2721
3273	981		755	173	2345	2518
3274	985		755	174	2345	2519
3279	602		502	73	2704	2777
3280	710		576	86	2618	2704
3281	485		438	69	2774	2843
3282	612		514	76	2692	2768
3283	2383	306	51	2926	2977
3283	2955	678	233	2372	2605
3284	333		268	86	2930	3016
3284	448		352	96	2836	2932
3287	2967	684	233	2370	2603
3287	2968	684	234	2369	2603
3288	2971	684	235	2369	2604
3288	171		144	32	3112	3144
3288	904		702	151	2435	2586
3289	461		382	91	2816	2907
3290	2207	150	30	3110	3140
3290	546		474	64	2752	2816
3291	186		148	37	3106	3143
3292	2525	424	99	2769	2868
3294	952		728	172	2394	2566
3295	2681	527	164	2604	2768
3295	2989	692	240	2363	2603
3295	959		736	171	2388	2559
3296	824		639	106	2551	2657
3300	2698	532	167	2601	2768
3301	571		489	65	2747	2812
3302	992		756	175	2371	2546
3303	2708	534	170	2599	2769
3303	689		557	89	2657	2746
3305	580		494	66	2745	2811
3306	411		326	93	2887	2980
3309	436		351	93	2865	2958
3310	514		445	69	2796	2865
3312	618		520	78	2714	2792
3312	628		523	81	2708	2789
3312	744		600	88	2624	2712
3313	2216	154	31	3128	3159
3313	891		695	147	2471	2618
3314	2738	548	181	2585	2766
3315	914		708	159	2448	2607
3316	278		236	65	3015	3080
3317	2748	549	183	2585	2768
3317	803		626	95	2596	2691
3322	2546	442	115	2765	2880
3323	2550	442	116	2765	2881
3324	683		551	89	2684	2773
3325	2308	231	43	3051	3094
3325	227		192	52	3081	3133
3326	983		755	173	2398	2571
3327	2484	381	65	2881	2946
3329	2311	231	44	3054	3098
3329	234		200	51	3078	3129
3329	841		656	117	2556	2673
3330	842		656	117	2557	2674
3331	591		501	69	2761	2830
3331	857		659	123	2549	2672
3333	495		439	69	2825	2894
3333	431		349	92	2892	2984
3335	523		446	69	2820	2889
3340	800		626	95	2619	2714
3342	658		542	86	2714	2800
3346	2833	612	198	2536	2734
3347	2835	612	199	2536	2735
3352	582		496	67	2789	2856
3354	2620	475	148	2731	2879
3354	872		667	127	2560	2687
3355	2070	69	17	3269	3286
3355	434		349	92	2914	3006
3355	739		587	90	2678	2768
3355	516		445	69	2841	2910
3356	2855	632	203	2521	2724
3356	884		685	142	2529	2671
3359	898		700	151	2508	2659
3359	638		537	84	2738	2822
3360	2290	210	39	3111	3150
3360	2240	174	36	3150	3186
3361	2873	640	208	2513	2721
3361	2874	640	208	2513	2721
3361	789		624	94	2643	2737
3361	932		723	167	2471	2638
3361	808		627	96	2638	2734
3362	2877	643	210	2509	2719
3363	664		543	86	2734	2820
3365	2891	646	211	2508	2719
3365	2894	646	212	2507	2719
3366	2656	493	155	2718	2873
3367	2300	212	41	3114	3155
3367	973		746	171	2450	2621
3368	2247	176	37	3155	3192
3368	831		640	108	2620	2728
3368	225		192	51	3125	3176
3369	2511	412	87	2870	2957
3369	980		752	172	2445	2617
3370	469		406	83	2881	2964
3370	561		487	64	2819	2883
3370	986		755	174	2441	2615
3371	996		759	176	2436	2612
3372	849		657	120	2595	2715
3373	868		662	126	2585	2711
3373	484		438	68	2867	2935
3374	2663	500	159	2715	2874
3375	2515	412	88	2875	2963
3375	624		523	81	2771	2852
3375	539		460	64	2851	2915
3375	896		695	148	2532	2680
3375	623		520	79	2776	2855
3378	2303	217	40	3121	3161
3381	2944	672	228	2481	2709
3382	2946	677	230	2475	2705
3382	685		551	90	2741	2831
3384	2441	358	61	2965	3026
3385	419		331	94	2960	3054
3385	853		657	120	2608	2728
3386	525		446	69	2871	2940
3387	533		460	64	2863	2927
3387	909		702	153	2532	2685
3388	540		474	63	2851	2914
3388	784		622	93	2673	2766
3389	655		542	85	2762	2847
3390	672		547	87	2756	2843
3390	669		547	87	2756	2843
3391	2978	685	235	2471	2706
3391	815		636	101	2654	2755
3392	2981	690	237	2465	2702
3392	971		746	171	2475	2646
3393	471		410	81	2902	2983
3393	988		756	175	2462	2637
3394	709		576	85	2733	2818
3395	887		685	143	2567	2710
3395	885		685	142	2568	2710
3396	355		295	82	3019	3101
3396	912		708	158	2530	2688
3396	942		724	171	2501	2672
3397	2338	262	46	3089	3135
3399	820		639	105	2655	2760
3399	816		636	101	2662	2763
3400	994		756	176	2468	2644
3400	982		755	173	2472	2645
3401	595		501	70	2830	2900
3402	876		684	139	2579	2718
3403	919		711	160	2532	2692
3404	2701	533	169	2702	2871
3404	668		547	87	2770	2857
3405	586		496	67	2842	2909
3406	2537	428	105	2873	2978
3407	880		684	140	2583	2723
3408	943		724	171	2513	2684
3409	2543	429	107	2873	2980
3410	2349	264	47	3099	3146
3411	2474	366	65	2980	3045
3411	835		647	113	2651	2764
3412	944		724	171	2517	2688
3413	946		728	171	2514	2685
3413	948		728	172	2513	2685
3415	2213	154	30	3231	3261
3415	984		755	174	2486	2660
3415	150		132	27	3256	3283
3415	688		557	88	2770	2858
3416	261		219	62	3135	3197
3416	796		625	95	2696	2791
3416	285		239	64	3113	3177
3418	961		745	170	2503	2673
3418	558		478	66	2874	2940
3419	854		657	121	2641	2762
3419	462		382	91	2946	3037
3421	954		736	169	2516	2685
3422	231		192	294	2936	3230
3424	733		585	89	2750	2839
3426	2767	555	185	2686	2871
3427	2769	555	186	2686	2872
3432	2480	377	66	2989	3055
3432	888		685	143	2604	2747
3437	2781	572	186	2679	2865
3450	2417	328	59	3063	3122
3451	2792	591	188	2672	2860
3456	2803	593	191	2672	2863
3456	2804	593	191	2672	2863
3463	2812	601	194	2668	2862
3473	2318	243	43	3187	3230
3475	2370	287	49	3139	3188
3480	2505	398	73	3009	3082
3481	2508	398	74	3009	3083
3482	2602	473	144	2865	3009
3486	2611	474	146	2866	3012
3497	2288	210	39	3248	3287
3507	2895	646	212	2649	2861
3509	2652	493	154	2862	3016
3516	2432	352	59	3105	3164
3522	2664	500	159	2863	3022
3528	2374	303	51	3174	3225
3528	2931	669	224	2635	2859
3531	2671	512	159	2860	3019
3534	2678	513	160	2861	3021
3537	2951	677	232	2628	2860
3538	2953	678	233	2627	2860
3539	2957	678	234	2627	2861
3546	2970	684	234	2628	2862
3551	2980	690	237	2624	2861
3554	2680	527	164	2863	3027
3558	2684	527	165	2866	3031
3571	2709	534	170	2867	3037
3572	2538	428	106	3038	3144
3574	2348	264	47	3263	3310
3575	2720	538	174	2863	3037
3576	2473	366	65	3145	3210
3577	2721	541	175	2861	3036
3583	2176	126	27	3430	3457
3584	2352	267	47	3270	3317
3587	2739	548	181	2858	3039
3593	2268	188	37	3368	3405
3594	2272	188	38	3368	3406
3595	2757	553	183	2859	3042
3595	2759	553	183	2859	3042
3597	2763	555	184	2858	3042
3601	2548	442	116	3043	3159
3602	2401	320	56	3226	3282
3604	2404	320	57	3227	3284
3605	2405	320	57	3228	3285
3606	2777	572	185	2849	3034
3610	2310	231	43	3336	3379
3618	2491	387	66	3165	3231
3623	2358	281	48	3294	3342
3626	2809	594	192	2840	3032
3636	2594	465	142	3029	3171
3642	2369	287	48	3307	3355
3644	2598	471	143	3030	3173
3647	2506	398	73	3176	3249
3655	2627	476	149	3030	3179
3655	2322	247	44	3364	3408
3658	2632	483	149	3026	3175
3660	2862	635	204	2821	3025
3661	2866	635	205	2821	3026
3664	2639	490	151	3023	3174
3666	2878	643	210	2813	3023
3667	2881	643	210	2814	3024
3670	2650	491	154	3025	3179
3673	2654	493	155	3025	3180
3678	2251	176	38	3464	3502
3679	2913	655	218	2806	3024
3690	2932	669	225	2796	3021
3692	2670	512	159	3021	3180
3695	2379	306	51	3338	3389
3699	2444	358	62	3279	3341
3702	2962	682	234	2786	3020
3702	2963	682	234	2786	3020
3704	2385	307	52	3345	3397
3707	2979	685	236	2786	3022
3718	2457	362	64	3292	3356
3719	2340	262	46	3411	3457
3720	2693	532	167	3021	3188
3731	2262	182	39	3510	3549
3734	2728	543	177	3014	3191
3736	2732	543	179	3014	3193
3737	2354	267	47	3423	3470
3740	2740	548	181	3011	3192
3740	2741	548	181	3011	3192
3741	2395	316	55	3370	3425
3747	2274	189	38	3520	3558
3747	2764	555	184	3008	3192
3751	2776	558	187	3006	3193
3751	2549	442	116	3193	3309
3755	2782	572	187	2996	3183
3756	2487	381	65	3310	3375
3763	2570	450	129	3184	3313
3768	2796	591	189	2988	3177
3774	2577	459	136	3179	3315
3774	2579	459	136	3179	3315
3777	2586	460	139	3178	3317
3779	2138	108	30	3641	3671
3784	2827	609	195	2980	3175
3789	2841	616	199	2974	3173
3791	2509	398	74	3319	3393
3793	2607	473	146	3174	3320
3797	2623	476	148	3173	3321
3802	2865	635	204	2963	3167
3803	2867	635	205	2963	3168
3806	2879	643	210	2953	3163
3808	2886	644	210	2954	3164
3811	2422	349	58	3404	3462
3811	2424	349	59	3403	3462
3814	2899	651	215	2948	3163
3818	2659	500	158	3160	3318
3821	2921	659	219	2943	3162
3825	2161	120	28	3677	3705
3826	2162	120	28	3678	3706
3832	2947	677	231	2924	3155
3835	2384	306	52	3477	3529
3837	2334	260	46	3531	3577
3849	2689	528	166	3155	3321
3876	2768	555	185	3136	3321
3880	2778	572	185	3123	3308
3882	2488	381	65	3436	3501
3885	2567	450	127	3308	3435
3898	2580	459	136	3303	3439
3902	2228	167	32	3703	3735
3904	2819	608	194	3102	3296
3912	2846	616	200	3096	3296
3912	2848	619	201	3092	3293
3922	2861	635	203	3084	3287
3923	2871	640	206	3077	3283
3924	2640	490	151	3283	3434
3926	2887	644	211	3071	3282
3928	2889	646	211	3071	3282
3934	2433	352	59	3523	3582
3935	2917	659	218	3058	3276
3942	2933	669	225	3048	3273
3949	2331	260	46	3643	3689
3952	2205	150	30	3772	3802
3957	2984	690	238	3029	3267
3961	2682	527	165	3269	3434
3965	2465	363	64	3538	3602
3968	2534	428	104	3436	3540
3974	2542	429	107	3438	3545
3978	2727	541	178	3259	3437
3981	2736	548	180	3253	3433
3984	2398	316	55	3613	3668
3987	2271	188	38	3761	3799
3988	2766	555	185	3248	3433
3990	2477	377	65	3548	3613
3992	2779	572	186	3234	3420
3994	2313	231	44	3719	3763
3995	2408	324	58	3613	3671
4007	2574	459	135	3413	3548
4008	2575	459	135	3414	3549
4009	2581	460	138	3411	3549
4015	2235	168	33	3814	3847
4016	2828	609	196	3211	3407
4017	2366	287	48	3682	3730
4018	2596	471	143	3404	3547
4019	2597	471	143	3405	3548
4022	2853	619	201	3202	3403
4022	2608	473	146	3403	3549
