Td	ID	  	Tj	Df	Dd	Db
2653	838		837	180	1636	1816
2654	92		76	16	2562	2578
2654	195		188	38	2428	2466
2655	94		76	17	2562	2579
2657	843		843	183	1631	1814
2660	481		483	93	2084	2177
2663	293		280	58	2325	2383
2670	488		490	94	2086	2180
2678	2025	30	4	2644	2648
2683	726		726	154	1803	1957
2698	907		905	192	1601	1793
2702	313		296	61	2345	2406
2702	753		749	158	1795	1953
2703	444		431	82	2190	2272
2710	321		299	64	2347	2411
2716	775		770	160	1786	1946
2720	367		368	71	2281	2352
2721	776		774	163	1784	1947
2730	978		948	196	1586	1782
2732	795		788	166	1778	1944
2735	797		792	165	1778	1943
2741	660		657	141	1943	2084
2743	219		212	44	2487	2531
2744	133		127	23	2594	2617
2749	667		666	143	1940	2083
2757	189		187	36	2534	2570
2770	106		99	19	2652	2671
2777	493		493	96	2188	2284
2778	870		870	189	1719	1908
2779	871		872	190	1717	1907
2782	880		873	193	1716	1909
2783	575		595	124	2064	2188
2787	168		168	31	2588	2619
2788	253		239	52	2497	2549
2789	581		599	126	2064	2190
2802	431		427	80	2295	2375
2806	438		429	81	2296	2377
2808	914		907	193	1708	1901
2811	916		912	194	1705	1899
2811	917		912	195	1704	1899
2815	926		920	194	1701	1895
2818	207		206	40	2572	2612
2820	620		632	137	2051	2188
2820	327		301	66	2453	2519
2825	780		774	164	1887	2051
2834	382		374	74	2386	2460
2836	642		650	138	2048	2186
2849	135		127	23	2699	2722
2855	552		566	120	2169	2289
2860	560		570	122	2168	2290
2861	2040	41	6	2814	2820
2869	704		704	149	2016	2165
2881	879		873	192	1816	2008
2887	732		730	157	2000	2157
2891	503		506	98	2287	2385
2892	203		200	40	2652	2692
2895	905		898	193	1804	1997
2904	608		620	134	2150	2284
2907	923		919	195	1793	1988
2910	940		926	194	1790	1984
2916	373		369	72	2475	2547
2917	778		774	164	1979	2143
2919	629		640	136	2143	2279
2919	334		302	68	2549	2617
2920	631		642	137	2141	2278
2922	273		253	54	2615	2669
2922	518		534	112	2276	2388
2923	645		650	139	2134	2273
2927	993		964	198	1765	1963
2929	659		657	141	2131	2272
2936	668		666	143	2127	2270
2937	225		213	45	2679	2724
2937	473		458	91	2388	2479
2938	394		386	75	2477	2552
2943	341		328	66	2549	2615
2944	40		47	6	2891	2897
2946	27		37	2	2907	2909
2948	833		836	179	1933	2112
2949	557		570	122	2257	2379
2949	834		836	180	1933	2113
2953	688		698	148	2107	2255
2953	848		846	183	1924	2107
2955	698		702	148	2105	2253
2959	566		580	125	2254	2379
2964	151		141	25	2798	2823
2964	153		141	25	2798	2823
2964	863		866	188	1910	2098
2965	865		866	189	1910	2099
2968	352		345	71	2552	2623
2972	250		238	50	2684	2734
2978	740		731	160	2087	2247
2980	895		892	191	1897	2088
2980	894		892	191	1897	2088
2980	500		505	97	2378	2475
2984	902		898	193	1893	2086
2995	450		432	83	2480	2563
2997	615		624	136	2237	2373
3000	933		922	195	1883	2078
3007	965		934	198	1875	2073
3011	628		640	136	2235	2371
3012	634		642	138	2232	2370
3015	383		374	74	2567	2641
3015	794		788	165	2062	2227
3025	810		803	171	2051	2222
3026	813		805	172	2049	2221
3032	136		130	24	2878	2902
3032	233		217	48	2767	2815
3033	181		184	33	2816	2849
3040	842		843	182	2015	2197
3041	845		843	184	2014	2198
3042	850		846	184	2012	2196
3043	692		701	146	2196	2342
3043	695		701	147	2195	2342
3043	563		577	123	2343	2466
3044	696		702	147	2195	2342
3046	349		341	67	2638	2705
3047	851		858	186	2003	2189
3051	860		865	188	1998	2186
3054	492		493	95	2466	2561
3060	254		239	52	2769	2821
3066	504		506	98	2462	2560
3066	502		506	97	2463	2560
3069	509		507	101	2461	2562
3069	903		898	193	1978	2171
3072	33		46	4	3022	3026
3074	440		429	81	2564	2645
3075	758		752	157	2166	2323
3082	262		246	53	2783	2836
3094	635		642	139	2313	2452
3095	977		948	196	1951	2147
3095	976		948	196	1951	2147
3098	641		650	138	2310	2448
3100	648		652	140	2308	2448
3101	118		105	21	2975	2996
3101	463		453	88	2560	2648
3103	658		657	140	2306	2446
3108	669		666	143	2299	2442
3108	670		666	144	2298	2442
3110	228		215	45	2850	2895
3111	182		184	34	2893	2927
3111	404		391	76	2644	2720
3113	553		566	120	2427	2547
3118	841		843	182	2093	2275
3122	350		341	68	2713	2781
3124	490		490	94	2540	2634
3127	719		715	155	2257	2412
3132	169		168	31	2933	2964
3134	736		731	158	2245	2403
3139	747		743	159	2237	2396
3145	920		912	196	2037	2233
3147	454		433	85	2629	2714
3151	512		521	106	2524	2630
3154	955		929	196	2029	2225
3155	771		770	159	2226	2385
3159	333		302	68	2789	2857
3161	213		209	43	2909	2952
3164	646		652	139	2373	2512
3165	337		310	67	2788	2855
3169	467		455	89	2625	2714
3173	157		151	27	2995	3022
3174	824		821	176	2177	2353
3175	410		393	77	2705	2782
3178	830		832	178	2168	2346
3184	2109	115	19	3050	3069
3184	292		280	57	2847	2904
3189	424		415	77	2697	2774
3189	163		167	29	2993	3022
3190	716		715	154	2321	2475
3190	717		715	154	2321	2475
3191	867		870	189	2132	2321
3192	2012	22	5	3165	3170
3195	582		599	127	2469	2596
3195	728		726	155	2314	2469
3200	170		168	32	3000	3032
3201	507		507	100	2594	2694
3208	61		62	9	3137	3146
3212	937		926	194	2092	2286
3213	949		928	195	2090	2285
3216	962		934	197	2085	2282
3222	82		72	14	3136	3150
3225	521		542	112	2571	2683
3226	524		542	113	2571	2684
3241	849		846	183	2212	2395
3247	486		490	93	2664	2757
3248	200		196	39	3013	3052
3253	579		596	126	2531	2657
3256	735		730	158	2368	2526
3257	738		731	159	2367	2526
3259	506		507	99	2653	2752
3261	749		743	159	2359	2518
3262	171		169	33	3060	3093
3269	55		52	10	3207	3217
3274	960		933	197	2144	2341
3274	180		171	35	3068	3103
3275	781		775	165	2335	2500
3276	968		941	196	2139	2335
3276	970		941	196	2139	2335
3282	799		792	166	2324	2490
3290	156		151	27	3112	3139
3291	543		554	119	2618	2737
3292	286		264	58	2970	3028
3295	826		832	177	2286	2463
3296	829		832	178	2286	2464
3297	836		837	180	2280	2460
3298	193		188	37	3073	3110
3301	561		577	123	2601	2724
3305	109		99	19	3187	3206
3305	711		709	153	2443	2596
3313	890		880	193	2240	2433
3317	891		892	190	2235	2425
3324	918		912	195	2217	2412
3325	365		362	70	2893	2963
3325	769		757	158	2410	2568
3337	980		948	197	2192	2389
3338	789		787	164	2387	2551
3340	336		310	67	2963	3030
3340	990		961	197	2182	2379
3341	994		964	198	2179	2377
3342	464		453	89	2800	2889
3347	818		806	174	2367	2541
3350	2056	71	9	3270	3279
3352	142		134	25	3193	3218
3354	683		697	145	2512	2657
3358	699		702	149	2507	2656
3363	487		490	93	2780	2873
3367	246		238	49	3080	3129
3367	882		877	192	2298	2490
3368	885		877	193	2298	2491
3371	305		293	59	3019	3078
3373	359		353	72	2948	3020
3376	599		609	131	2636	2767
3380	756		752	157	2471	2628
3384	322		299	64	3021	3085
3385	932		922	195	2268	2463
3389	371		369	72	2948	3020
3390	782		775	165	2450	2615
3393	115		103	20	3270	3290
3394	81		72	14	3308	3322
3396	644		650	138	2608	2746
3397	387		375	75	2947	3022
3399	525		542	114	2743	2857
3402	662		659	141	2602	2743
3403	808		803	171	2429	2600
3403	812		805	172	2426	2598
3404	531		545	116	2743	2859
3408	344		328	66	3014	3080
3409	236		220	49	3140	3189
3410	839		837	180	2393	2573
3410	831		836	179	2395	2574
3411	685		697	146	2568	2714
3412	348		341	67	3004	3071
3412	347		341	66	3005	3071
3412	701		704	149	2559	2708
3413	569		580	125	2708	2833
3414	419		412	77	2925	3002
3418	876		873	192	2353	2545
3424	510		507	101	2816	2917
3424	600		609	131	2684	2815
3424	596		609	131	2684	2815
3432	265		246	53	3133	3186
3434	947		928	195	2311	2506
3434	951		929	196	2309	2505
3435	624		633	138	2664	2802
3439	966		941	196	2302	2498
3440	376		372	73	2995	3068
3442	386		375	74	2993	3067
3446	277		257	55	3134	3189
3447	224		213	44	3190	3234
3447	666		666	142	2639	2781
3451	827		832	177	2442	2619
3451	186		187	34	3230	3264
3455	697		702	148	2605	2753
3456	707		705	151	2600	2751
3463	734		730	157	2576	2733
3466	433		427	80	2959	3039
3467	603		611	133	2723	2856
3477	513		521	106	2850	2956
3480	332		302	67	3111	3178
3480	958		933	197	2350	2547
3483	381		374	74	3035	3109
3486	657		657	140	2689	2829
3486	526		543	114	2829	2943
3487	533		545	117	2825	2942
3489	409		393	77	3019	3096
3489	407		393	76	3020	3096
3490	555		566	121	2803	2924
3492	706		705	151	2636	2787
3494	198		196	39	3259	3298
3496	571		595	123	2778	2901
3499	357		353	71	3075	3146
3503	913		907	193	2403	2596
3505	449		432	82	2991	3073
3506	363		362	70	3074	3144
3507	2126	150	22	3335	3357
3508	320		298	64	3146	3210
3511	954		929	196	2386	2582
3511	617		632	136	2743	2879
3512	969		941	196	2375	2571
3516	522		542	112	2862	2974
3522	708		705	152	2665	2817
3524	858		865	187	2472	2659
3527	427		418	78	3031	3109
3530	590		600	130	2800	2930
3533	435		427	80	3026	3106
3535	54		52	9	3474	3483
3539	621		633	137	2769	2906
3540	957		933	196	2411	2607
3541	785		775	166	2600	2766
3543	796		792	165	2586	2751
3548	554		566	121	2861	2982
3549	678		696	144	2709	2853
3550	844		843	183	2524	2707
3553	423		415	77	3061	3138
3560	909		905	193	2462	2655
3560	906		905	191	2464	2655
3562	759		752	157	2653	2810
3563	319		298	64	3201	3265
3563	922		919	195	2449	2644
3564	929		920	195	2449	2644
3564	931		922	195	2447	2642
3565	616		632	136	2797	2933
3565	945		927	195	2443	2638
3567	379		372	73	3122	3195
3570	989		961	197	2412	2609
3572	470		455	90	3027	3117
3574	551		566	119	2889	3008
3575	192		188	37	3350	3387
3576	855		858	186	2532	2718
3578	874		872	190	2516	2706
3588	329		301	66	3221	3287
3588	622		633	137	2818	2955
3594	802		802	170	2622	2792
3595	221		213	44	3338	3382
3598	60		55	11	3532	3543
3599	150		140	23	3436	3459
3600	351		345	70	3185	3255
3603	725		723	156	2724	2880
3604	730		726	156	2722	2878
3606	737		731	159	2716	2875
3609	35		46	5	3558	3563
3621	108		99	19	3503	3522
3624	252		239	51	3334	3385
3625	585		599	128	2898	3026
3626	303		293	59	3274	3333
3627	900		896	193	2538	2731
3627	358		353	71	3203	3274
3628	595		608	131	2889	3020
3630	911		907	192	2531	2723
3630	912		907	193	2530	2723
3633	935		922	196	2515	2711
3636	517		534	112	2990	3102
3637	652		653	141	2843	2984
3639	475		458	92	3089	3181
3639	472		458	91	3090	3181
3641	673		692	142	2807	2949
3641	478		474	91	3076	3167
3641	674		692	142	2807	2949
3642	415		405	77	3160	3237
3643	564		577	124	2942	3066
3643	416		412	77	3154	3231
3643	694		701	146	2796	2942
3644	864		866	188	2590	2778
3645	875		872	191	2582	2773
3647	583		599	127	2921	3048
3647	886		880	192	2575	2767
3649	898		896	192	2561	2753
3650	309		295	61	3294	3355
3653	928		920	194	2539	2733
3655	267		251	53	3351	3404
3657	661		659	141	2857	2998
3657	806		803	171	2683	2854
3657	523		542	113	3002	3115
3657	665		659	142	2856	2998
3658	98		89	16	3553	3569
3658	548		563	117	2978	3095
3661	884		877	193	2591	2784
3662	586		600	128	2934	3062
3663	593		608	130	2925	3055
3667	943		927	535	2205	2740
3670	519		534	113	3023	3136
3670	643		650	138	2882	3020
3671	798		792	166	2713	2879
3671	653		653	141	2877	3018
3671	655		653	141	2877	3018
3673	823		821	175	2677	2852
3674	684		697	145	2832	2977
3674	412		405	76	3193	3269
3677	166		168	30	3479	3509
3679	908		905	192	2582	2774
3680	441		431	82	3167	3249
3680	763		756	156	2768	2924
3680	919		912	195	2573	2768
3680	315		296	62	3322	3384
3682	374		369	72	3241	3313
3683	459		444	85	3154	3239
3684	793		788	165	2731	2896
3685	999		971	198	2516	2714
3686	413		405	76	3205	3281
3689	505		506	99	3084	3183
3693	633		642	138	2913	3051
3694	656		657	139	2898	3037
3695	536		546	118	3031	3149
3696	713		709	153	2834	2987
3700	768		757	157	2786	2943
3700	613		624	135	2941	3076
3705	296		287	58	3360	3418
3706	577		596	125	2985	3110
3708	930		920	195	2593	2788
3708	927		920	194	2594	2788
3710	979		948	196	2566	2762
3716	452		433	84	3199	3283
3720	298		287	58	3375	3433
3721	727		726	155	2840	2995
3723	324		299	65	3359	3424
3724	626		640	135	2949	3084
3724	956		933	196	2595	2791
3727	822		821	175	2731	2906
3729	601		611	132	2986	3118
3730	511		521	105	3104	3209
3735	432		427	80	3228	3308
3737	389		375	75	3287	3362
3737	991		964	198	2575	2773
3738	482		483	93	3162	3255
3738	816		806	173	2759	2932
3738	550		563	118	3057	3175
3740	306		295	60	3385	3445
3741	636		645	139	2957	3096
3742	572		595	124	3023	3147
3743	944		927	195	2621	2816
3744	815		805	172	2767	2939
3747	972		944	195	2608	2803
3748	873		872	190	2686	2876
3748	854		858	186	2704	2890
3749	984		954	196	2599	2795
3749	783		775	165	2809	2974
3749	971		944	195	2610	2805
3750	893		892	191	2667	2858
3751	242		225	48	3478	3526
3752	915		907	193	2652	2845
3752	508		507	100	3145	3245
3754	901		898	529	2327	2856

Battle Result: Tie!
Battle went on for 3755 timesteps!

Earth Army Stats: 
Total units (ES, ET, EG): 632, 158, 194
% of destructed units relative to total: (ES, ET, EG) 100%, 100%, 50% 
% of total destructed units relative to total: 90.1423%
% of total successfully healed units relative to total: 1.11789%
% of total infected Earth Soldiers relative to total: 42.4051% 
Average Df, Dd, Db: 98.5231, 1630.45, 1728.98
Df/Db %: 5.69835%
Dd/Db %: 94.3017%

Alien Army Stats: 
Total units (AS, AM, AD): 738, 177, 85
% of destructed units relative to total: (AS, AM, AD) 5.01355%, 100%, 100%  
% of total destructed units relative to total: 29.9%
Average Df, Dd, Db: 5.45151, 416.535, 421.987
Df/Db %: 1.29187%
Dd/Db %: 98.7081%
